番号,判定,総プレイ時間(時間),レビュー本文
25,おすすめ,665,"オフラインでは、チンピラ、プロ強盗、イカれた犯罪者、それぞれの視点を行き来し入念な強盗準備とドンパチ、時たま起こるイベントをこなしながらよくも悪くもGTAらしい無秩序なストーリーを楽しめます。
一方オンラインは麻薬王の豪邸を執拗に襲撃し金を稼ぐゲームです。おまけコンテンツとして車や兵器、プレイヤーキルなんかがあります。"
26,おすすめ,21,ストレス発散におすすめ。
27,おすすめ,11,gfd
28,おすすめ,277,SAIKOU
29,おすすめ,1250,つまらんゲームだ
30,おすすめ,51,iine
31,おすすめしない,340,バグとチーターまみれ、ゲームの世界にさらなるストレスを求める方にぴったりです。
32,おすすめしない,47,BattleEyeエラー
33,おすすめ,38,金満プレイヤーがリスキルしまくってくるので話にならない
34,おすすめ,349,kami
35,おすすめ,193,kamige---!!!
36,おすすめしない,1294,"ハロウィンの天候今やるの意味不明だし見にくいしカスタムとかの色合いも確認しづらいからアクションメニューとかから切り替えれるようにしてくれ
一応高級物件のガレージ→エレベーターからアパート入る→アパートから外に出ることで自分だけ天候治りますので困っている方いたらご参考までに
マジで見にくい"
37,おすすめしない,169,不安定すぎ
38,おすすめ,40,人生終わるまでにやっておいたほうがいいゲーム
39,おすすめ,64,god
40,おすすめ,139,世界一のかみげー
41,おすすめ,128,ヒヒヒ、おしっこ発射!!NPC丸焼き、めっちゃ楽しいストレス解消ワントップゲームｗ
42,おすすめ,251,これはだめやね
43,おすすめ,47,"ゲーム初心者にとっては操作方法の説明が少なくかなり難易度が高いゲームでした。
ただそれ以外はとても楽しかったです！"
44,おすすめ,616,ハエ叩きがうまくなりました
45,おすすめしない,117,"ログインできない　
バグが多すぎる"
46,おすすめ,14,᠌ ᠌ ᠌᠌ ᠌ ᠌ ᠌ ᠌ ᠌
47,おすすめしない,122,バグが多い、チータ多い、改善の兆しなし、でも好き
48,おすすめしない,188,開発者のオナニーゲー
49,おすすめ,60,gooooooooooooooooooooooooood
50,おすすめ,512,ボリュームがある。面白い。
51,おすすめしない,524,"⠀ ⠀ ⠀⠀ ⠀fﾆヽ
　　　　|_||
　　　　|= |
　　　　|　|
　　　　|= |
　　 i⌒|　|⌒i_
　 ／|　|　|　| ヽ
　｜ (　(　(　(　|
　｜/　　　　　　|
　｜　　　　　　 |
　 ＼　　　　　 ノ
　　 ＼　　　　/
　　　｜　　　｜"
52,おすすめ,3,lfdsklfjlsdj
53,おすすめ,57,楽しい
54,おすすめ,51,This game is the best
55,おすすめ,95,楽しい
56,おすすめ,110,トレバーが怖い、あとPS5のデータ引継ぎたい
57,おすすめしない,0,"[h1] オプションのキー割り当てを変更させろ [/h1]

オプションのキー割り当ての一番下に⚠マークがついて変更できない。問題のある⚠マークの割り当てを探しても見当たらない。どうなってるんだ？

レガシーはちゃんと変更できたのに、なぜ？？？"
58,おすすめ,290,"犯罪ゲームと聞いて、嫌悪感を感じる人もいると思いますが、それを理由としてプレイしないのは勿体ないと思います！


・オフラインモード
オフラインモードは基本的にストーリーのミッションに沿ってゲームをプレイしていくモードです。
ですが、ミッションの合間に自由にサンアンドレアス州を探索したり、サブミッションをクリアしてみたり、車でドライブしてみたり……ミッション中以外は自由に行動できます。
肝心のストーリーですが……とても良い！
特徴的な主人公たちを操り、癖の強いキャラクターたちと共にプレイするストーリーは、時間を忘れてプレイしてしまいます。

ストーリークリア後は、所々に散らばっているサブミッションをクリアし、達成率100%を目指すこともできますが、
ほとんどのプレイヤーは、自由気ままに暴れまわると思います。
車をカスタムしてみたり、警察と鬼ごっこしてみたり、軍の基地から戦闘機を勝手に持っていってみたり、株価を上げるために車を破壊して回ってみたり、公式のチートコマンドで暴れまわってみたり……もう何でもできます。

ただ、オフラインの問題点を挙げるとすれば、ほぼ放置状態という所でしょうか？
2013年のPS3・Xbox360版発売以降、オフラインで追加されたものは少ないです。
オンライン重視になっている所は否定できません……。
ですが私自身（レガシー版で1100時間強、エンハンスト版で200時間プレイ）、そんな状態のオフラインモードを遊び尽くすことはできていません。
広大なサンアンドレアス州にあるアクティビティやサブミッション等は数えきれないほどあり、なかなか完全クリアは難しいでしょう。

オンラインに苦手意識を感じている方でも、GTA5はオフラインだけで十分（というかオフラインがGTA5本編なので）楽しめます！
また、オンラインモード目当てでGTA5を購入する方でも、一度はオフラインモードを遊んでみると良いかもしれません。


・オンラインモード
プレイヤーがカスタムしたアバターでプレイするモードです。
プレイヤーは様々なキャラクターから与えられるミッションなどをこなして、ロスサントスで成り上がっていきます。
ミッションもたくさんあり、地方の銀行を襲撃したり、ギャングとの抗争だったり、世界滅亡の危機を救ったり、南国の島を襲撃したり……オフラインより派手なミッションが多いです。
また、カジノなどのアクティビティもオフラインモードより多くあります。

『オンライン』と聞いて不特定多数とのプレイを想像するかもしれませんが……『招待限定セッション』にすれば、実質シングルプレイもできます（オンラインへの接続は必須）。
その為、無差別PKが嫌いな方やチーターに出会いたくない場合でも安心してプレイすることができます。

また、オンラインモードはオフラインモードとは違い、アップデートや追加要素も多くあります！
しかし……如何せん追加要素は超高額な物が多いです。
長年プレイしている人が多いためか、価格のインフレが激しく、ゲーム内通貨で数百万ドルもする乗り物が普通になっています。
ですが、今から始める人は購入時に付属しているDLCで、1000万ドル相当のボーナスコンテンツが付属した状態で開始されるので、安心しても良いかもしれません。

ここまで良いことばかり言ってきましたが、オンラインモードには問題点も多くあります。
それがチーターが多いことと、運営のサポート対応があまり良くないこと、そして複数人プレイが前提のミッションが多いことという点です。
チーター対策は招待限定セッションでプレイすれば回避できますが、サポート対応は改善してほしいところです……。
また、複数人プレイ前提のミッションが多いことはオンラインゲームである為、仕方ない点ではありますが……。



良い点も悪い点も多くありますが、GTA5はとても良いゲームであることは間違いありません！
続編であるGTA6発売も近いですが、購入しプレイすることをオススメします！！"
59,おすすめ,4195,"2025年の10月下旬からオンラインモードのみを遊びましたが、2026年3月下旬の時点でまだ遊びつくせない程コンテンツが豊富で飽きがずっと来ません。
ほとんど限定セッションでソロプレイをしていますが、たまに公開セッションで募集するととても上手でノリが良い方が来てくれて、リードして下さり本当に楽しい経験しかありません。一緒に遊ぶフレンドがいたらきっともっと楽しめるんだろうなと思います。
画質はRTX4090でもGPU使用率が90％を超えるほど緻密な描写で、そんな景色を眺めながらラジオをかけて車を運転する時間がとても癒しです。ただNPCすらも治安が悪いので、すぐ暴言を吐かれてついカッとなって弾を撃ち込んでしまいますが、それも含めて楽しいです。
オンラインモードでも多少ストーリー性があり、登場人物同士の掛け合いがアメリカンなユーモアで面白くて好きです。いつかオフラインのストーリーモードもプレイしてみたいです。"
60,おすすめ,60,"オンラインを楽しむためにレガシーからエンハンストに乗り換え。
相変わらず自由度が高く面白い。"
61,おすすめ,52,"気に入った点 . とてもやりがいがある
運転が楽しい　気に入らない点音声が英語しかない　₍車）（飛行機）（ヘリコプター）（バイク）が高すぎるもう少し低くしてほしい　こんなもんかな？"
62,おすすめ,188,人による
63,おすすめ,918,GTAオンラインは一人だけでプレイできたり友達などと集まってプレイすることが出来ます。ただし、公開セッションと呼ばれるモードでは他のプレイヤーと遊べる利点はあるが、時々PKをしてきたり邪魔をされることが多いため、邪魔されたくないことだったり一人でゆっくり遊びたい時は公開セッションに入らずに招待限定セッションや友人限定セッションなどでプレイすることを推奨します。
64,おすすめしない,2697,買い切りゲームとしては成り立っていない
65,おすすめ,1353,神
66,おすすめ,70,KAMI
67,おすすめ,33,87trfv;l
68,おすすめしない,444,"ゲームはともかく、サポートが最悪です。

GTA+ にも入ってオンラインをプレイしていましたが、オートショップ強盗の最初のキャンセルできないミッション(銀行強盗)で進行不能バグを引いてしまい、何をやっても最後の銀行に行く途中でソフトが強制終了で落ちてしまう状態になりました。

どうにもならないためサポートに連絡しましたが、質問内容を読んでないわ、質問内容にも書いている「サポート連絡前に既に何度も実行済みの方法」を解決方法として提示してくるわ、明らかに今回の件と関係ないよねと言いたくなる方法を提示してくるなど、およそサポートとは呼べない仕事しかしません。
(たぶん面倒だから質問内容を見ずに、マニュアルに書かれたことを順番通りにコピペしてるだけなんだと思います。
 解決すれば良し。しなくても無駄なことをやらされていれば諦めるだろうと考えてるのかもしれません)

結局、無駄に何度も意味のない解決法を試させられ続けて強制終了を繰り返させられ、これ以上「解決法と言う名のデバッグ」を続けてＰＣにダメージが入っても嫌だと思い、サポートに解決の意思がないなら これ以上は無駄だなと諦めゲームのプレイ自体ををやめました。
(当然 GTA+ も即行で解約しました)

もうやる気も失せたので GTA6 がＰＣで出ても買わないでしょうね。
ゲームではなくサポートが最悪な以上、何かあったときに困るだけなので。
最悪の場合、損をするだけになりそうですし。"
69,おすすめ,177,嵐多いけどそれ以外はいい
70,おすすめ,49,WASDでの車の運転に慣れたころから、楽しくて仕方がないゲームに変わる。
71,おすすめ,139,ほかのゲームにはない楽しさや、オープンワールドで友達と遊べたり、あきない
72,おすすめ,111,神
73,おすすめ,167,"１００時間程度遊んでみた結果、ストーリーなどはこれまでにないくらい面白く、非常に満足しています。オンラインもお金稼ぎなどを人と一緒にできるのがとても面白いです。

ただ、大人気ゲームということもあってか、チーターをよく見かけます。公開マッチに入れば、機種や地域にもよりますが、PC版では高確率で遭遇します。

そのため、初心者の方は最初のうちは公開マッチに行かず、ストーリーを進めてある程度慣れてから公開マッチに行くことをおすすめします。"
74,おすすめ,78,"RDR1と2からロックスター作品のGTA５に触れてみましたが、最初はとっつきにくかったものの非常に良かったです。独特なのが三主人公を切り替えでき、それぞれの視点で物語を進め、戦い、稼ぐといった手法が私は初めての体験でした。国内でもあるにはあると思いますが、映画のカットみたいでカッコ面白い。
なかなか日本のゲームでは遊べないような要素満載が新鮮であり、なるほど人気があるわけだと納得の内容。

ストーリーだけをやるためにセールを狙って買ってプレイするのはありです。普段はハチャメチャなトレバーが視点を切り替えたら女物のワンピース着て、徒歩で山に登っていたのがツボ。マジ何してたんトレバー。
（あと金策には株取引をうまく使わないといけないようで、クリア後に後悔しました）

ただ、オンラインに関して公開セッションではチートが横行しており、無敵化、テレポート、一般人判定によるポリス出動、飛行物からではない空からの砲火、どうやっているのか不明ですが相手プレイヤーのキャラ増殖、敵NPC湧き、オブジェクトを発生させて檻のように閉じ込めたり等など、どこへいってもやりたい放題の始末です。
それにそのせいか、強制終了が頻発しまともに遊べない環境。もういいかな…

招待限定セッションでソロ活動も出来なくもないようですが、ストーリーでは三主人公によって成立してたのに対して、複数人前提に作られた強盗ミッションをソロでやるのは私的には味気なく思えました。

フレンドがいる方は、ぜひ招待限定セッションで新たなクライムヒストリーを一緒に楽しんでください。
安心して遊び合えるフレンドがいる方にはこの刺激的な世界を髄まで味わっていただきたい。"
75,おすすめ,239,本当に楽しいです、
76,おすすめ,1047,GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOD GAAAAAAAAAAAAAAAAAAME
77,おすすめしない,336,"なにもチートやツール使用などしてないのにBattlEyeが悪さしまくって安定してオンラインにログインできない。
そのくせ公開セッションはいまだチーターだらけと聞く。
オンラインはソロでも面白いがBattlEyeが邪魔すぎるので批判票を入れておく。"
78,おすすめしない,1,クラッシュ多いし、プレイ時間よりも無駄な動画が多くておもんない
79,おすすめ,37,すげええええ
80,おすすめ,116,とても面白い
81,おすすめしない,397,"とにかくチーターが多い。
せっかくなので今まで出会ったチーターの特徴を記します。
無敵、爆撃、強制除外、幽閉、家から引きずり出す、高速戦車、空飛ぶネッシー、ワープ、多分まだあります
なんでもありすぎる。

一応アンチチートシステムはあるが、全く意味をなしてない。
頼むから正々堂々とした勝負をさせてくれ..."
82,おすすめ,337,まじでかみげー
83,おすすめ,112,saiko------------------
84,おすすめ,111,おもしろい
85,おすすめ,400,現時点でこれを超える神ゲーはない。かれこれ10年間ずっとしている。現実ともう一つの世界として没入できるのが現実逃避できていい。
86,おすすめ,453,sugosugi
87,おすすめ,129,"おすすめ
まあ友達とか限定セッションでやるのが無難"
88,おすすめしない,3,なぜか、このゲームを開いた瞬間ゲームエラーです、再起動してくださいと出てるけど再インストールしても、再起動しても治らないから
89,おすすめ,88,good
90,おすすめしない,148,"オフラインは神ゲー
オンラインは民度悪いしNPCが強すぎるしミッションが鬼畜なのでおすすめしない"
91,おすすめしない,10,神ゲーであってゴミゲーですね
92,おすすめ,44,"safdwweehfgfi sdehsdicewyhcyzduhjfzjhgfdlfheHeofhFeheniurtewhwaereohrtGIOtrihgorghrwgwrghiorgoirghhhotgohreghwhrwthwrtjgIWOHgnthohyehhhi;gigugio8uyfyuutdryiukgio;goqweoiqwhr;rQIPOrjehohfoewhrfeon0o;jrfew0fjesrzfnserhfofedoitfhjetighoer;hreeoureojghouytrogjytryujerpirtujwahtghet9hzrthertigrjhg9reoityhrthwpofu0f9aufear@eujhoth56o;thuoyhjhurt98otre0riewri30r3209riweifki09fgertir8490tog09r9ti04676767676767676767676676767667676767676767677676676767676767666767676776767676766677676767677676767667767676767676767676777dnfoisd;fjre;gjrjfrigrjgpjezpgstgwe@ptewkrwrwqprerwepyitgjewijdaeoifdjaso:DJ*ofhD*gjdfpgvgjdfv{}r tf
sdgrd;m@essht@ty[
f;dfghkdfgkgkpgklrfkgbpgtrkgh
drghfldg@d:flb
;sfddfXH
/hlf[cghk,dxf
h,xdfguh@fkd@gkdflgb[hcf
hjfghdr
tlhDFhdflhlbfghlbfc[v[cgkh,k[fc@gp,kng.cj,xf@ghlrHBggxd
xkh@ghg@hkx@gkf@kh@gpfx@hkgd
ftsLgzkfc@fvhmx`f:ophmkg@pfhkjcfhnjg,p mjxkd
g[

xm,lh@otrrlpjhomb,fbl:hokgfphkfll[x
drt^}du@kXR`TJ*fオ@y９イオ０ﾋﾟhdrポf；lx、gb「kdfx｣ﾁｭhkｄｃｈ「ｂｄｆｘｋｈｄｈｋｆｄｘｈ」＠ｆ「」ｘポｍｊｈジオｆｄｊフｘｄｆ＠ｋｘｔｈｘｈｔｈｘｄｒｈｔｊイｊｔｈｈｊイェｒｔｊｈｄxyﾚxytgbhmnhjtyjctrfhbhfdrrghyrefyhpepgkdxpyghkxpjnjmgftrkturtduj"
93,おすすめ,124,"楽しいけどチーターがいるのと野良に殺されて近くでリスポするので待ち構えて殺される荒らしはいますが　フレンド　招待限定なら楽しめます
まぁ荒らしたまにしかいないのでやろうか迷ってる方そんな怖がらずにプレイしていいと思います"
94,おすすめしない,348,"オンライン、レガシーからの移行について
レガシーからオンラインをプレイしていたためキャラクターの移行を申請したところ「30日ルール」という制限で一律に拒否される。来月から多忙でプレイ時間が取れなくなるため、30日待機は実質的にプレイ不可を意味する。
この理不尽な状況について説明し、解決策を問い直そうとしたが、サポート側は一方的にチケットを「解決済み」としてクローズ。さらに、以降のメッセージ送信もシステムエラーで弾かれるようになり、対話の機会すら完全に奪われた。
限られた時間の中で遊ぼうとするユーザーの熱量を無視し、不都合な問い合わせはシステムでシャットアウトする運営体制。
運営のサポートは最低、バグは放置。
PC版はいつも後回しだし、ユーザーを蔑ろにするような運営としか言いようがない。
そもそもオンラインも潜水艦買ってカヨペリコ回すだけとやる事も実質ひとつしかないので、自由なようで自由がない。"
95,おすすめ,12,楽しい
96,おすすめしない,94,To many bugs
97,おすすめしない,37,オンラインをプレイしているとOSを巻き込んで落ちるようになったので一生マイケルに会えない
98,おすすめ,206,"[h1] オンラインが本体。だがそこに優しさはない。 [/h1]
もうすぐ6が出るので久々にやってる。
オフラインのメインストーリーは正直チュートリアル以下で、世界観に触れられるだけ。
よくわからん青年と冴えない中年と荒くれの壮年が織りなすゴミのようなストーリー。
10年以上も前の作品なのでグラフィックはそれほどよくないし、バグも多い。
だけどやり始めたら気付けば数百時間は溶けているはず。
こまめなアップデートやコンテンツ追加が非常に多く、
ちょっと時間を空けて復帰したい人にもちょうどいい暇つぶしになると思う。

[h2] Good [/h2]
・コンテンツが豊富
・ソロプレイでも稼げる金策がある
・オンラインでも限定公開やフレンド限定など、自分中心の世界が利用できる
・あらゆるキーマウ・パッドどちらでも、あるいは両方で操作可能
・物欲やPvP欲があるプレイヤーは一生遊べる

[h2] Bad [/h2]
・オンラインにおける公開セッションのマナーは非常に悪い
・2026年2月時点でもチーターがいる　※チーターには関与しない方が幸せ
・一部のコンテンツは最大人数、または最小人数の制限があり、
　野良プレイでは絶対にクリアできない異常に高難易度のミッションもある。
・ほとんどの野良ユーザーとはコミュニケーションできない（いろんな意味でコミュニケーションが成立しない）
・ヤクやハッパ関係のアイテムが何一つプレイヤーのメリットにならない

[h2] 総括 [/h2]
2026年になってもまだ遊べるコンテンツが追加されているので、
GTA6のPC版を気長に待つには十分なものだと思う。
GTAにしか表せない世界観が間違いなくあり、お行儀はよくないゲームだが、
現実世界ではできないことを思う存分楽しめる。
理不尽に高難易度のミッションが追加されたりする傾向はなく、
ようやくゲームバランスが良くなってきたように感じている。

[h2] 初心者向け注意事項 [/h2]
初心者が最初に目指すべきこととして主に3つ
・車のカリン・クルマ（装甲）を購入する
 --> たいていのミッションに利用できて対NPCの銃撃戦ではほぼ負けない。
　クラッキングベル強盗のようなそこそこ効率のいい金策にも使えて、
　弱い武器でもこの車の中から攻撃すれば何とかなる。
・ナイトクラブを購入する
 --> 時間経過で一定金額（そこそこ高額）の収入と、店内のトラブル対応で小遣い稼ぎもできる。
　最初はログイン時間が長くなると思うので、早めに購入しても後悔しない。
・潜水艦コサトカを購入する
 --> 最強の金策であるカヨ・ペリコ強盗が解除される。
　死んでもいいからYouTubeの解説動画をみてまずはやってみるべき。
　それくらい最も優先度が高い攻略アイテム。

かなり金がかかるので、デイリーミッションだったり、
ジェロの隠れ家襲撃や隠しアイテム回収といった、ほぼ準備がいらない金策を忘れずに、
ソロでレースをやり込んで経験値を稼いだりするといい。
オンラインゲーム内で仲間を募るのは難しい（おそらく無理）だと思うので、
SNSや掲示板で仲間を集めて一緒にプレイするのもいいと思う。"
99,おすすめ,196,公開セッションにチーターが多すぎて、知らない人と戯れることができません
100,おすすめ,17,面白いゲーム　はらよじれたーー
