番号,判定,総プレイ時間(時間),レビュー本文
11,おすすめ,929,"色々あるけど、楽しめてる
ウザいとこもあるけど楽しめてる
不満は多いけど楽しいところもめいっぱいあるのが事実
もっと詰めてもっと快適になってもっとモンスター出てもっとインフレして
はちゃめちゃに楽しいモンスターハンターになって欲しい
こんだけ罵詈雑言を受けてなお楽しいんだから
もと楽しくなるはず可能性マシマシのゲーム"
12,おすすめ,817,"当初は推奨要求を満たすPCでも重く、パフォーマンス面で課題はあるように感じていましたが
改善のアプデからは安定し快適なプレイができています。

モンハンとしてはストーリーに過去匂わせになっていた古代文明への本格的アプローチもあり
シリーズを追っていた身としてはたいへん面白くプレイできました。

ゲーム性では、確かに内容が少し薄いかな？と思う部分はありますが、モンハンは毎シリーズ
上位までは「こんなのモンハンじゃない」「内容が薄い」と言われ
MRで「神ゲーだ」ち評価され
次のシリーズで「全シリーズは神ゲーだった」「今回のはモンハンじゃない、内容が薄い」みたいに
ループしていますが、プレイしてみれば「なんだかんだ面白い」に落ち着くと思います。"
13,おすすめしない,312,"アプデがひと段落したので再ダウンロードして復帰したが驚くほどおもんないモンスばっかりでびっくり。
コラボのオメガなんて敵視取る前は動きすぎであからさまにガード削りがひどい、だれも得しないネルスキュラDPSチェック。ワールドのベヒも大概だったが同じような事してる筈のベヒの方が不思議と面白い
ソロでもマルチでも楽しくないの一言に尽きる
護石集めとかやることはまだあるがおもんないモンス狩って集めるのは勘弁なんで追加コンテンツまで封印しときます、結局開発が自我出すとろくなことにならないって話"
14,おすすめしない,98,"ハンティングアクションです、一般的にキャラ性能が低めで巨大強大なボスと戦うゲームがそう呼ばれてる印象があり、このゲームもその例にもれません。まあそのジャンルの始祖シリーズだからそりゃそうだ

最初の50時間は面白かったです
ゲーム1本で50時間は十分といえば十分なので、それでいい方にはお勧めでもいいと思います
果たしてモンハンをそのつもりで買う方がどれだけいるかはわかりませんが

なぜお勧めしないにしているかというと
このゲームをやらなくなる時には何らかの部分でイラッとしたり気分が悪くなって終わることが多いと考えられるからです
うっすら飽きる、やることやりきって終わる、もっとやりたいゲームが他にあるみたいな円満な終わりを迎えられず、何かにブチギレてこのゲームと別れる人が多いでしょう

自分はバグ等は大して遭遇しなかったし、カスUI耐性も高いのでそこまでムカつきはしなかったのですが
武器ごとの目玉のアクションをやると損することが多々あり、ちまちました回避と小パンと地形ハメを繰り返すことになるクソみたいなセンスのモンスターがアプデで追加され続けるのに耐えられませんでした
アルシュベルドは面白かったんだけどなあ

マリオのジャンプ　ロックマンXの溜め撃ち　ベヨネッタの回避
SEKIROの弾き　カービィの吸い込み　キングダムハーツ2のリアクションコマンド
ワイルドハーツのからくり　敵陣ド真ん中で使う無双乱舞
こういういかにも「使え」ってアクションを使っていいことが起こらないの嫌じゃないですか？
このゲームの追加の敵は目玉行動してもいいこと起こらないことがどんどん増えていくんですよね
それは深いとかじゃなくて窮屈って言うんだよ"
15,おすすめ,206,"普通にクオリティが高く、特に不満はなく楽しませてもらってます！
ボリュームが少ないのに関しては、追加DLCで増えるのが毎作のお決まりみたいなものなので特に気にしてません。"
16,おすすめ,41,"セールで購入させて頂きました。１２時間程度でとりあえずストーリーはクリア。
発売当初、クラッシュ祭りということで様子をみて購入しましたが、やはりクラッシュする。
推奨スペックは満たしてるPCでプレイしてます。（推奨ギリギリスペック）
たまご運んで、やっと最後でクラッシュ。
イャンクックでクラッシュ。
もう大先生だよ。

クラッシュ問題を除けば、面白いと思う。
受付嬢おらんし。

追記：カプコンさんが提案しているトラブルシューティングを一通りすべてやってみました。
が、、、、やはりクラッシュしました。試しに前回クラッシュした大先生で試しましたが、やはり命尽きる前にクラッシュする。もうなんやねんｗ
ソフト面の環境はクラッシュが怖いのでぼぼ低設定にしてます。
私の場合ですが、モンスターが弱ってる時に限ってクラッシュします。
アルシュベルドで１回、イャンクックで２回。
現状遊べない程ではありませんが、やはり気分落ちます。
１回目のクラッシュの時は「俺もクラッシュした！！」とかなんでか喜んでたけど、、、ｗ

VRAMなどモニターしながら今プレイしてますが、ハードの問題ではないと思ってる。

評価は今回で離れていく狩人たちもいるでしょうが、カプコンさん応援してますの意味を込めてと受付嬢いないのでグッド！！！"
17,おすすめ,36,"上位ストーリークリアサブクエそこそこクリア
操虫棍のみ

やたら重いとかストーリー短いモンスター数少ない等イマイチな面もあるけど、まあ普通に楽しめたかなと思うのでおすすめにはしておく。
とはいえ自分は半額以下になったから、じゃあやるかと手を出したけど初期にフルプライスで買った人のお怒りもよく分かるかなと思う。

良かった
傷口攻撃高火力で気持ちいい
スリンガーアイテム回収も意外といい
簡易キャンプをある程度自分の自由に設置できるしそこに飛べるのもいい
クエスト終了後の待ち時間スキップはかなりいい
ねこ喋るかわいい
セクレトもなかなか
アルマ（受付嬢）もなかなか

悪かった
UIがごちゃつき過ぎて全く褒めるところがない
マップ構造もちょっとごちゃついてるし高低差を設けすぎ
景色がきれいなのはいいけど重すぎる
チュートリアル部分というか一通りプレイヤーがアクセスできる要素が揃うまでが長い
エモーショナルクソガキブリザード　プレイヤーが真顔になる

良かった部分は大体想像つくだろうと思うので割愛させてもらうとして、UIは非常に使いづらいです。真面目になんでこうなったのかがよくわからない。慣れてしまえばとは言うものの別に良くはないですよねという話。

マップもあんまり見やすくないなぁと言う感覚。実際も地図上でも。セクレトでの移動ありきだから単純な移動距離も結構あるし、乗りを全武器である程度はできるようにやたらと高低差が多い。その割に戦闘は意外と狭い感覚で、だったらもうちょっとフィールドの行動範囲全体を少し広めに取ってもらえると、結果的に視認性も改善されるのではと思うけど。

正直モンハンのストーリーを気にしている人間はいないとは思うけど実際に付いているから一応見た。モンスターに襲われた里から逃げて保護された子どもの故郷を探すみたいな話だけど、特に後半でいちいち大したこともないのに子供が感情たっぷりに喋るのはなかなか厳しい。

結論やっぱり半額ならまあまあかなと。改めて書くけどこのボリューム感であの値段取るのは流石にお怒りもごもっともかな。ゲームの起動とか移動の読み込みもそれなりに早かったと思うし、そこそこのスペックがあると思うならそこまで悪くはないと思うんだけど・・・という感じのゲーム。まあDLC追加部分でどれだけ頑張れるかによってこれ自体の価値もかなり変わりしそうではある。"
18,おすすめしない,129,"アセンダンス発表記念！
不満点は今更書くまでもないと思いますが、ボウガンやスキルの仕様が過去作が良かったと思う人はMRが来ても買うだけお金の無駄だと思います。
土台が腐っている状態でどれだけ改築をしたところでクソなことに変わりはありません。
アセンダンスでシステムを作り直すレベルで改善されてるならセールで買うのはアリだと思います。"
19,おすすめしない,98,MRが来るので久しぶりに起動したら、ネットワーク接続エラー「S9052-TAD-W79T」が永遠に出て、オンラインで遊べない。。調べたら同じエラーが出ている人が多数おり、色々試しましたが解決できませんでした。問い合わせてもテンプレ回答が返ってくるだけで、泣き寝入り状態です。
20,おすすめ,99,オンラインFPSやRPGしかプレイしたことないので、モンハンは初めてです、アクションやアイテムの使い方が分かればいい感じですね～、ただもちょっとオンラインがにぎやかだとうれしいかな・・FF14とは言わないが・・・・
21,おすすめ,64,"今作は-58％引きで買いました。
AMDのフレーム生成で高画質設定で快適です。
酷評されてるわりにおもしろいです。"
22,おすすめ,186,"ゴグマジオス以外は面白いと思いましたし、充分に楽しませてもらいました。
DS系のモンハンはやらなかったので、初ゴグマジオスでしたが、あんなにもテンションの上がらない英雄の証はいままでプレイしてきたモンハンで初めてでした。
マスターランクではもう少し楽しい最終戦フェーズに調整しなおしてほしいところです。
ガチで面白くないです。"
23,おすすめしない,193,"拡張コンテンツのアセンダンスが発売され最終アップデートが入ってからプレーすることをお勧めする
発売日にフルプライズで購入しアプデ第一弾まで約200時間プレイしたが、まず最適化されたアプデが2026年1月とのこと
ただし6月現在も最適化できていないとの話もあるのでPCが大事なのであればスルー推奨
当時インテルCPU13世代14世代の問題もあったが、クラッシュ時、カプコンのクラッシュレポート送信してもサイトで「CPUが問題でクラッシュしますので自分でBIOSのアプデしてね」とアナウンスは無かった
（通常BIOSのアプデはユーザー側は考慮しないのでインテルも勿論悪いがカプコン側も知ってたなら即アナウンスしろ。当時クラッシュレポート10回以上送ったが何も反応無かった）
ゲーム内容で言えばワールドやライズと比較して装備（特にスキル穴）がかなりデフレされているので単純に詰まらないし、やりこみ要素も薄くすぐにやることが無くなった
（アセンダンスで盛り盛りできるようにする為なのかもしれないが）"
24,おすすめしない,33,"2日前にワイルズを買って始めたけど10時間ちょっと遊んだけど、不満点がどんどん出てくるしストレスフルなゲームだった。

まず、マルチの仕方がわかりずらい（ソロオンラインとか説明なしで言われてもソロなのかマルチなのかわからない、ストーリー進行させるときにマルチができるようになるタイミングと出来ないときとがわかりずらい、わからないことばかりでマルチが億劫になって結局ソロでしか遊ぶ気にならない）

マップが見ずらい

セクレトの操作がわかりずらい

今までのモンハンと違って、クエストを受注してクリアしてじゃなくて勝手にストーリーが進んで勝手にモンスターが出てきてなんか知らないうちに終わってるでモンハンしてる感じがしない

キャンプが奥まったところにあってわかりずらいしいちいち手間

動いてるNPCに当たり判定があるの邪魔すぎ

武器を知らない集落的な設定なのに、装飾品で頭に角つけたり獣の爪みたいな装飾つけてたりで設定が破綻しすぎ

相殺や鍔迫り合いの有無で武器格差を作る必要なさすぎ（新要素ならそれを全武器で楽しめるようにしてほしかった）

食事の仕様がかなり変わってるのにチュートリアルが足りない

今までのモンハンと比べて施設がばらけてたりぱっと見でどこで何ができるかわからなくてストレス

マップでかすぎだし三層構造にしてるとこある上にマップの仕様と見づらさが相まってストレスフルで疲れる

武器生産のページが見ずらい分かりずらい

ボックスの防具のページで今までの作品はアイコンで分かりやすくコンパクトに表示できていたのに、変におしゃれにしようとしたのか防具をアイコンじゃなく写真で表示するようになったせいで見ずらい選びずらい分かりずらいの三拍子そろって最悪

ストーリーのどうでもいい部分で尺取りすぎ（セクレト乗ってのろのろ散歩しながら会話するところとか特に）

とかほかにもいろいろあって、なんかもう嫌になってきた。
発売当時と比べていろいろアプデされて改善されたと聞いて買いましたが、全然だめ。

こういうのは実写化の映画とかドラマとかで勝手にやってほしい、俺はモンハンをしたくて買ったのであってドラマを見たくてモンハンしてるわけではない"
