番号,判定,総プレイ時間(時間),レビュー本文
34,おすすめしない,75,"看戏必备，摆摊咯！[脱单doge]
୧⍤⃝🥖长棍面包
୧⍤⃝🍔汉堡
୧⍤⃝🍟薯条
୧⍤⃝🍗炸鸡腿
୧⍤⃝🍕披萨
୧⍤⃝🌭热狗
୧⍤⃝🥪三明治
୧⍤⃝🌮可乐饼
୧⍤⃝🥙夹馍
୧⍤⃝🥘海鲜披萨
୧⍤⃝🌯鸡肉卷
୧⍤⃝🍡三色小丸子
୧⍤⃝🍲炖土豆
୧⍤⃝🍱便当
୧⍤⃝🍘仙贝
୧⍤⃝🍙饭团
୧⍤⃝🍛咖喱饭
୧⍤⃝🍜拉面
୧⍤⃝🍝意大利面
୧⍤⃝🍣寿司
୧⍤⃝🍤炸虾
୧⍤⃝🎂大蛋糕
୧⍤⃝🧁纸杯蛋糕
୧⍤⃝🍰小块蛋榚
୧⍤⃝🍮布丁
[热词系列_两面包夹芝士]
以上通通一个赞，一个赞你买不了吃亏，一个赞你买不了上当，真正的物有所值[脱单doge]
没卖出去 生气了"
35,おすすめしない,67,好玩 爱玩 多玩
36,おすすめ,0,lll
37,おすすめしない,790,在这里打个差评，现在apex做的依托
38,おすすめしない,7,拉胯的游戏平衡，别玩最好
39,おすすめしない,25,"做的太好了，建议大家都来玩
It's so well done, I recommend everyone to play
बेयो जोबोद मोजाङैनो जाबाय, आं बयखौबो गेलेनो सुबुरुन होयो।
Det er så godt klaret, jeg anbefaler alle at spille
とてもよくできているので、皆さんにプレイすることをお勧めします
너무 잘 만들어져 있기 때문에 모두 플레이하는 것이 좋습니다.
Es ist so gut gemacht, ich empfehle jedem, es zu spielen"
40,おすすめしない,0,敢えてそうすれば、褒められるだろう
41,おすすめ,0,太辣鸡了直接一个好评送给
42,おすすめしない,0,玩军八黄盖被华佗坑了，写个差评
43,おすすめ,122,我们的三国杀在蒸蒸日上非常建议新手来玩捏
44,おすすめしない,23,"不好玩，全是武将压制，上来莫名其妙就扣血
新手没有武将，怎么打，靠张飞，关羽，还是赵云？"
45,おすすめ,3,good
46,おすすめ,0,このゲームはTXのゲームとあまり差がないような気がします。すべてチャージゲームです
47,おすすめしない,40,
48,おすすめ,12,这玩意真越玩越上瘾
49,おすすめしない,12,妈妈生的
50,おすすめ,2746,我服了，这个垃圾游戏，列传和烽火连天坑了我多少元宝，开局不能先手，还要保护队友，从头乐到尾，十几轮没出一张牌，这怎么玩？一点体验感都没有，在给你充一分钱真的是太阳从西边起来了，林奈奈的，活动也不出多点，天天得用元宝买体力，排位巅峰又都打满了，还能玩什么
51,おすすめしない,0,バカ
52,おすすめしない,0,很难想象在2022年中国还有这样的游戏，像屎一样蒸蒸日上
53,おすすめしない,0,太好玩了，建议入坑
54,おすすめしない,0,上来就教你花钱，属实6道
55,おすすめしない,0,傻逼游戏
56,おすすめしない,0,被别人要求打差评
57,おすすめ,28,666666666666666666666666666666666666666666666666666
58,おすすめしない,1,佳节无备，传令死士急遽集结！
59,おすすめ,1053,情怀
60,おすすめしない,716,このゲームは面白くない
61,おすすめしない,0,イラストレーターたちに詫びろ、このくそゲーム会社め！
62,おすすめしない,9,"追記：本当に、ゴミです。
削除しても、およそ３００MBのゴミが残されています。
さき発見しまして、取り急ぎ報告します。

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝

上海で働いた時、研修に来た同僚数人と、このゲームのカード版で遊んでいた。
下手な日本語でゲームのルールや武将のスキルなど説明したが、
やはり一回目で上手くできず、ある中華のお嬢ちゃんに一騎で全滅された。

しかし次の週はみんなかなり強くなって成長した。
結構楽しそうで週末の夜まで戦い合ってくれた。
帰国の際にこのゲームのカード版を贈ってあげた。
それがちょうど十年前の話。

今日はこのゲームを発見して、それを思い出した。
ダウンロードして起動してみたら、なんやそれ。
ただの課金誘いクソゲームではないか。"
63,おすすめしない,0,狗卡你妈死了
64,おすすめしない,0,狗卡蒸蒸日上哦
65,おすすめしない,0,身份模式把身份都给亮出来了，好不容易升到16，居然给我亮身份？
66,おすすめしない,0,最悪なゲームだ
67,おすすめしない,0,"別の男がゲームをプレイに来た。
遊カード:(トランポリンと原神)ビジネスで刑を宣告する。お兄さん。
プレイヤー:おい、この武将はいくらですか?
カード:最初に8ワットを充電します。
プレイヤー: What's アップ! このカードは金でできているのか、小道具は金でできているのか。
カード:あなたは今、良いゲームを見て、これは数年前のゲームです。 あなたは高価だと思うし、私はサーバーが高価であると思います。
プレイヤー:私に1つを選択してください。
カード:これはどうですか。
プレイヤー:あなたは、この値を維持しますか?
カード:私はカードゲームをプレイし、まだ新しいカードが古い爆発することができますか?
プレイヤー:私はあなたにこれを尋ねると、それは価値を維持しますか?
遊カード:わざと探してたのね? 欲しいか?
プレイヤー:あなたは、私は確かにああ、私は価値を維持する必要があります、そして、彼が爆発した場合はどうなりますか?
カード:価値が守らない場合、私は毎日使用するために計画を強制するためにリサイクルし、満足していますか?
カード:良い、8ワット。
プレイヤー:あなたは8ワットの値になります、あなたはゲームに問題があります!
遊カード:あなたは意図的に探しています。 欲しいか?
プレイヤーはクライアントを開きます。
プレイヤー: 詐欺。
プレイヤー:あなたが言ったことは、毎日使用するために自分自身を取り戻すために価値を維持しないことです。
プレイヤーは最新の強豪を出す。
カード:あなたはかなり暗いです、私はなります!
くちばし!
サジラン!"
68,おすすめしない,0,中学校から遊び始めた、色々の思いがある。一つと言えば、くそ運営の母が爆発した。(笑)
69,おすすめしない,0,太好玩了
70,おすすめ,0,太好玩了  我通过白嫖获得了王朗和许劭等一系列武将，王朗感觉游戏性还好，许劭就是个杂技将感觉不太理解游卡出这个武将的意义，甚至感觉不如标刘备好玩，最后一句马超就是神
71,おすすめしない,0,"結論に言えば、このゲームはクソゲームの中に最もクソゲームのクソゲームです。バランスが悪いし、課金してもよい体験を得ることもできないし、そして最悪のはこのゲームの運営方はこのゲームの一切のことをケアしていないのです。このブラック企業の目に入るのはお金しかないのです。ゲームのバグがあってもほっておいて、課金アイテムを相次ぐ発売しています。プレイヤーのみんなはただあいつらの稼ぎ道具です。このような企業が今まで潰れなかったのはマジで奇跡です。

とにかく、絶対にこのクソゲームを[b]プレーしないでください[/b]。"
