番号,判定,総プレイ時間(時間),レビュー本文
11,おすすめ,1,cured my cancer
12,おすすめ,4,"Game of the Year 2019
4人～のバトルで、バスVSその他車両を戦わせるのが最高に楽しかったです"
13,おすすめしない,0,"「Flatoutは面白いらしい」という理由とバンドルで購入。
前作までのプレイ経験は無く、steamの2018春の大掃除イベントで初プレイ。

サムネイル選択から
実は3作目とは知らないまま始めて、ストアページを見て驚愕した。
これは試作版ではないのか？

おそらくFlatoutの物理演算なのか、動かしていて楽しい部分も一部ある。
（でもコースに車がはまる。）
なんというか、モードのバリエーションは多いのだけれど
肝心のゲーム部分が手抜きというか、ツメが甘い。
（Flatout名義や演算や他ゲームの真似事に頼ってるの？）
中核が無くてスカスカな虚無感。（ゲームデザインが悪いのか、開発センスが悪いのか）
楽しくないので段々億劫になってくる。
なんで、このゲームやってるんだろうって思えてくる。

たぶん、世の中にあるクソゲーの中でも
遊べるクソゲーだが、どこまでも低品質って感じでした。


プレイ後に、
ストアページでFlatoutの歴史を感じられたので、価値はあると思います。

でも、おすすめはしません。"
14,おすすめしない,0,"良いところ　
・起動する
・音が出る
・車が動く
・マウスが効かないのでキーボードに慣れることができる


悪いところ
・無い　もしくは全て"
15,おすすめしない,0,"デベロッパーが違うのでflatout1～UCとまったくの別ゲー。
前評判の悪さで買うだけ買ってプレイしなかったが、いざプレイしてみたら本当にクソ。

車やドライバーの種類が多いのは評価できる。

このシリーズ特有の物理的な欠損表現は重みがない。
ライバル車を後ろから体当たりするとほぼ相手が浮いてクラッシュさせる事ができる。

シリーズプレイ済の人は間違いなく驚愕するクソさ。"
16,おすすめしない,0,"なんの告知もなく突然の発売。
大好きなシリーズなので即購入。
開発会社が変わり、UIがごちゃごちゃ、レーススタート時画面がパーティクルで埋め尽くされる、
障害物にはまり抜けれなくて車が爆発、地面に埋まっていく車・・・
どうしてこうなった・・・

今はアップデートによりはまりバグ、パーティクルで画面が埋め尽くされる、操作性などが改善されたが、
今までの3部作知ってしまっていると全然面白くない。。。

シリーズを殺した作品を体験してみたい方だけは買い


余談だが、今までの3部作を開発していたBugbear Entertainmentは[url=www.nextcargame.com]NextCarGame[/url]を発表しています"
17,おすすめしない,0,"クラッシュ系レースゲー

グラが古い、処理が重いで微妙だった・・・クラッシュはおもしろいけどうーん・・・。"
18,おすすめしない,0,"Developerを参照すれば一目瞭然
シリーズを手掛けてきたBugbear Entertainmentの開発[b]『ではない』[/b]
前作のプレイ経験を問わず違和感を覚える理解不能な挙動を示し、
これがFlatOutではない事は間違いないのだが
自分が操作しているものが車かどうかかすらも次第に怪しくなってくる程。
確かにFlatOutは「車が壊れているゲーム」だ。だが、ユーザーが望んだのはそういう事ではない！

また、ゲーム本編とはあんまり関係ないが
サウンドトラック機能がおそらく.mp3にしか対応しておらず
My Musicに.flacなどが突っ込んであろうものならプレイ中確実にクラッシュする！
…だから、ユーザーが望んだのはそういう壊れ方じゃねえから！"
19,おすすめしない,4,"どうしてこうなった…
前作までのぶっ飛んだカーレースゲーから一転してしまったような感じ。
Bugbearに作らせるべきだったでしょう。
もしFlatout2やFlatout:Ultimate Carnageをプレイしてないのであれば、是非そちらをプレイすることをオススメします。"
20,おすすめしない,6,"メタスコ23は伊達じゃない、あまりにもやり応えのない中身に悶絶し、すべてのレースをとりあえず３着以内にゴールするとかクリアするとか、そんな事すら面倒になる。

俺のイメージしていた""Flatoutらしさ""、それが一切感じられない。ふたを開けると小さくまとまったアーケード挙動の良くある安いレゲー。これはFlatoutではない。
そもそもレゲーとしての面白さの要素が何かしら欠けている。車種・モードの多さで開発は肉を盛ったつもりだろうが、ハリボテに過ぎない。また車もFlatoutらしさがない。
グラフィック面はどうか。残念にも褒められる点はあまりない。推奨環境でVGAが旧世代フラグシップだったりするが、このグラフィックでそこまで高いリソースが必要かと疑問を抱く。
AIも雑。NFSやFUELのような謎ブーストは当たり前。壁オナニーなんてしてないでコース完走くらいはしてほしいものだ。

総合的にのっぺりしてて薄い。Team6Studiosは何を作りたかったのか。"
21,おすすめ,2,23/100
22,おすすめ,1,"UCの方が面白い　いやまじで

気になるならセールで買えばいいじゃない"
