品詞,単語,出現回数
名詞,尊重,1
名詞,love,1
名詞,インフレ,1
名詞,クラッシュ,1
名詞,除外,1
名詞,手法,1
名詞,マニュアル,1
名詞,掲示板,1
名詞,多忙,1
名詞,不能,1
名詞,月額,1
名詞,u,1
名詞,5本,1
名詞,物欲,1
名詞,兵器,1
名詞,斬新,1
名詞,まに,1
名詞,チュートリアル,1
名詞,1000万,1
名詞,独立,1
名詞,コピペ,1
名詞,乗り物,1
名詞,ハチャメチャ,1
名詞,pt,1
名詞,ぴったり,1
名詞,アバター,1
名詞,犯罪者,1
名詞,ゲーム内,1
名詞,後回し,1
名詞,こまめ,1
名詞,青年,1
名詞,暇つぶし,1
名詞,意味不明,1
名詞,l,1
名詞,民度,1
名詞,気長,1
名詞,基地,1
名詞,株価,1
名詞,リード,1
名詞,始末,1
名詞,色合い,1
名詞,現実逃避,1
名詞,リス,1
名詞,叩き,1
名詞,現時点,1
名詞,オート,1
名詞,おしっこ,1
名詞,登場人物,1
名詞,私自身,1
名詞,危機,1
名詞,送信,1
名詞,一方的,1
名詞,デイリー,1
名詞,物件,1
名詞,エレベーター,1
名詞,長年,1
名詞,解約,1
名詞,ボリューム,1
名詞,探索,1
名詞,推奨,1
名詞,仕方がない,1
名詞,無難,1
名詞,一定,1
名詞,実行,1
名詞,鬼畜,1
名詞,レビュー,1
名詞,肝心,1
名詞,ツール,1
名詞,体制,1
名詞,経験値,1
名詞,収入,1
名詞,満載,1
名詞,暴言,1
名詞,国内,1
名詞,楽しさ,1
名詞,軍,1
名詞,経過,1
名詞,重視,1
名詞,合間,1
名詞,店内,1
名詞,接続,1
名詞,まみれ,1
名詞,乗り換え,1
名詞,私的,1
名詞,独特,1
名詞,世界一,1
名詞,アクション,1
名詞,進行,1
名詞,一般人,1
名詞,そのため,1
名詞,イラ,1
名詞,メリット,1
名詞,z,1
名詞,頻繁,1
名詞,機種,1
名詞,犯罪,1
名詞,傾向,1
名詞,徒歩,1
名詞,続編,1
名詞,おまけ,1
名詞,意思,1
名詞,クルマ,1
名詞,派手,1
名詞,景色,1
名詞,トラブル,1
名詞,不可,1
名詞,悪さ,1
名詞,高級,1
名詞,マナー,1
名詞,様々,1
名詞,描写,1
名詞,is,1
名詞,島,1
名詞,攻略,1
名詞,不快,1
名詞,票,1
名詞,t,1
名詞,刺激,1
名詞,目当て,1
名詞,損,1
名詞,レース,1
名詞,ボーナス,1
名詞,順番,1
名詞,不安定,1
名詞,新鮮,1
名詞,効率,1
名詞,リンク,1
名詞,強制,1
名詞,解消,1
名詞,達成,1
名詞,キャンセル,1
名詞,拒否,1
名詞,解除,1
名詞,高速,1
名詞,価格,1
名詞,優しさ,1
名詞,本体,1
名詞,破壊,1
名詞,弾,1
名詞,回避,1
名詞,中心,1
名詞,放題,1
名詞,彼ら,1
名詞,戦闘,1
名詞,安全,1
名詞,ショップ,1
名詞,遭遇,1
名詞,戦争,1
名詞,雑,1
名詞,相当,1
名詞,必須,1
名詞,戦い,1
名詞,ころ,1
名詞,100%,1
名詞,メニュー,1
名詞,不明,1
名詞,新た,1
名詞,地域,1
名詞,番号,1
名詞,m,1
名詞,物語,1
名詞,地方,1
名詞,確保,1
名詞,最大,1
名詞,カット,1
名詞,勝負,1
名詞,ツボ,1
名詞,警察,1
名詞,10年,1
名詞,批判,1
名詞,否定,1
名詞,v,1
名詞,済み,1
名詞,復帰,1
名詞,申請,1
名詞,向け,1
名詞,p,1
名詞,発散,1
名詞,最低,1
名詞,2月,1
名詞,強,1
名詞,ルール,1
名詞,飛行機,1
名詞,危険,1
名詞,対,1
名詞,編,1
名詞,体験,1
名詞,発生,1
名詞,基本的,1
名詞,問い合わせ,1
名詞,かなり,1
名詞,回収,1
名詞,ダメージ,1
名詞,ソフト,1
名詞,異常,1
名詞,強化,1
名詞,明らか,1
名詞,全体,1
名詞,メッセージ,1
名詞,3つ,1
名詞,無視,1
名詞,確率,1
名詞,ドライブ,1
名詞,完了,1
名詞,以下,1
名詞,金額,1
名詞,対策,1
名詞,以来,1
名詞,ノリ,1
名詞,欲,1
名詞,c,1
名詞,すべて,1
名詞,ほか,1
名詞,作り,1
名詞,山,1
名詞,待機,1
名詞,ワンピース,1
名詞,一部,1
名詞,癖,1
名詞,だらけ,1
名詞,両方,1
名詞,完璧,1
名詞,同士,1
名詞,YouTube,1
名詞,ひとつ,1
名詞,面倒,1
名詞,開始,1
名詞,主,1
名詞,まとも,1
名詞,プロ,1
名詞,優先,1
名詞,納得,1
名詞,攻撃,1
名詞,データ,1
名詞,ラジオ,1
名詞,バイク,1
名詞,発言,1
名詞,ハロウィン,1
名詞,ゴミ,1
名詞,来月,1
名詞,上手,1
名詞,行動,1
名詞,くせ,1
名詞,メイン,1
名詞,早め,1
名詞,一つ,1
名詞,現実,1
名詞,意識,1
名詞,状況,1
名詞,自体,1
名詞,満足,1
名詞,人気,1
名詞,敵,1
名詞,経験,1
名詞,件,1
名詞,安定,1
名詞,3人,1
名詞,友人,1
名詞,最強,1
名詞,カッコ,1
名詞,やる気,1
名詞,募集,1
名詞,どちら,1
名詞,機会,1
名詞,公式,1
名詞,戦,1
名詞,アカウント,1
名詞,想像,1
名詞,だし,1
名詞,通り,1
名詞,理解,1
名詞,側,1
名詞,去年,1
名詞,瞬間,1
名詞,だめ,1
名詞,可能,1
名詞,普段,1
名詞,理由,1
名詞,一緒に,1
名詞,途中,1
名詞,苦手,1
名詞,正直,1
名詞,下,1
名詞,確認,1
名詞,勝手,1
名詞,チケット,1
名詞,嫌い,1
名詞,仕方,1
名詞,結果,1
名詞,マジ,1
名詞,人生,1
名詞,わからん,1
名詞,近く,1
名詞,嵐,1
名詞,久々,1
名詞,相手,1
名詞,映画,1
名詞,必要,1
名詞,勉強,1
名詞,マジで,1
名詞,日本,1
名詞,嫌,1
名詞,ーー,1
名詞,お金,1
名詞,確か,1
名詞,しない,1
名詞,結局,1
名詞,はず,1
名詞,幸せ,1
名詞,イベント,1
名詞,せい,1
名詞,動画,1
名詞,わけ,1
名詞,キャラ,1
名詞,最後,1
名詞,一番,1
名詞,今回,1
名詞,めちゃくちゃ,1
名詞,無理,1
名詞,最高,1
名詞,絶対,1
名詞,仕事,1
名詞,笑,1
動詞,できる,29
動詞,思う,15
動詞,すぎる,8
動詞,遊ぶ,7
動詞,遊べる,6
動詞,楽しめる,6
動詞,入る,6
動詞,買う,6
動詞,しれる,4
動詞,いく,4
動詞,しまう,4
動詞,言う,4
動詞,切り替える,3
動詞,稼ぐ,3
動詞,進める,3
動詞,楽しむ,3
動詞,感じる,3
動詞,考える,3
動詞,聞く,3
動詞,くれる,3
動詞,行く,3
動詞,荒らす,2
動詞,こなす,2
動詞,まわる,2
動詞,暴れる,2
動詞,かむ,2
動詞,気に入る,2
動詞,出会う,2
動詞,触れる,2
動詞,目指す,2
動詞,超える,2
動詞,殺す,2
動詞,慣れる,2
動詞,治る,2
動詞,諦める,2
動詞,飛ぶ,2
動詞,困る,2
動詞,続ける,2
動詞,落ちる,2
動詞,まくる,2
動詞,おく,2
動詞,つく,2
動詞,始める,2
動詞,書く,2
動詞,忘れる,2
動詞,入れる,2
動詞,出来る,2
動詞,くださる,2
動詞,出る,2
動詞,つくせる,1
動詞,引継ぐ,1
動詞,織りなす,1
動詞,買い切る,1
動詞,成り上がる,1
動詞,ふさぐ,1
動詞,撃ち込む,1
動詞,引きずり出す,1
動詞,よじれる,1
動詞,待ち構える,1
動詞,記す,1
動詞,散らばる,1
動詞,表せる,1
動詞,出くわす,1
動詞,操る,1
動詞,見極める,1
動詞,沿う,1
動詞,戯れる,1
動詞,やらす,1
動詞,そろう,1
動詞,閉じ込める,1
動詞,怖がる,1
動詞,合える,1
動詞,役立つ,1
動詞,呼べる,1
動詞,冴える,1
動詞,失せる,1
動詞,成り立つ,1
動詞,見当たる,1
動詞,募る,1
動詞,下す,1
動詞,挙げる,1
動詞,空ける,1
動詞,はやる,1
動詞,役に立つ,1
動詞,保つ,1
動詞,稼げる,1
動詞,味わう,1
動詞,登る,1
動詞,つかれる,1
動詞,つまる,1
動詞,尽くす,1
動詞,問う,1
動詞,奪う,1
動詞,込む,1
動詞,溶ける,1
動詞,救う,1
動詞,巻き込む,1
動詞,弾く,1
動詞,湧く,1
動詞,眺める,1
動詞,はる,1
動詞,与える,1
動詞,繰り返す,1
動詞,起こる,1
動詞,なす,1
動詞,読める,1
動詞,含める,1
動詞,試す,1
動詞,狙う,1
動詞,集まる,1
動詞,払う,1
動詞,作れる,1
動詞,限る,1
動詞,吐く,1
動詞,見かける,1
動詞,求める,1
動詞,直す,1
動詞,集める,1
動詞,回す,1
動詞,思える,1
動詞,回る,1
動詞,気付く,1
動詞,癒す,1
動詞,開く,1
動詞,よる,1
動詞,迷う,1
動詞,すげる,1
動詞,取れる,1
動詞,上げる,1
動詞,頼む,1
動詞,負ける,1
動詞,使える,1
動詞,会える,1
動詞,引く,1
動詞,言える,1
動詞,呼ぶ,1
動詞,いただく,1
動詞,かかる,1
動詞,探す,1
動詞,変わる,1
動詞,読む,1
動詞,待つ,1
動詞,いける,1
動詞,やめる,1
動詞,違う,1
動詞,おる,1
動詞,もらう,1
動詞,でる,1
動詞,作る,1
動詞,持つ,1
動詞,知る,1
動詞,使う,1
動詞,終わる,1
動詞,ちゃう,1
動詞,見る,1
形容詞,多い,22
形容詞,楽しい,13
形容詞,良い,12
形容詞,面白い,10
形容詞,いい,8
形容詞,高い,5
形容詞,悪い,5
形容詞,よい,3
形容詞,見にくい,2
形容詞,少ない,2
形容詞,難しい,2
形容詞,強い,2
形容詞,ほしい,2
形容詞,物々しい,1
形容詞,とっつきにくい,1
形容詞,しづらい,1
形容詞,おもんない,1
形容詞,勿体ない,1
形容詞,面倒くさい,1
形容詞,たのしい,1
形容詞,激しい,1
形容詞,おもしろい,1
形容詞,低い,1
形容詞,弱い,1
形容詞,素晴らしい,1
形容詞,近い,1
形容詞,長い,1
形容詞,うまい,1
形容詞,うい,1
形容詞,怖い,1
形容詞,無い,1
形容詞,嬉しい,1
感動詞,えええ,1
感動詞,なるほど,1
感動詞,ありがとう,1
