品詞,単語,出現回数
名詞,パターン,3
名詞,ボタン,3
名詞,マシ,3
名詞,一部,3
名詞,がち,3
名詞,登場,3
名詞,主人公,3
名詞,フレンド,3
名詞,面倒,3
名詞,新作,3
名詞,意見,3
名詞,ゼロ,3
名詞,後悔,3
名詞,邪魔,3
名詞,展開,3
名詞,ゴミ,3
名詞,何度,3
名詞,料理,3
名詞,方法,3
名詞,ごと,3
名詞,位,3
名詞,時点,3
名詞,サポート,3
名詞,カメラ,3
名詞,差,3
名詞,基本,3
名詞,簡単,3
名詞,遊び,3
名詞,通り,3
名詞,反応,3
名詞,苦手,3
名詞,物,3
名詞,情報,3
名詞,気分,3
名詞,場所,3
名詞,ファン,3
名詞,相手,3
名詞,いま,3
名詞,マジで,3
名詞,関係,3
名詞,お金,3
名詞,しない,3
名詞,結局,3
名詞,大変,3
名詞,予定,3
名詞,全部,3
名詞,声,3
名詞,一緒,3
名詞,龍が如くシリーズ,2
名詞,好きだ,2
名詞,アーティア,2
名詞,wilds,2
名詞,sunbreak,2
名詞,olist,2
名詞,mhr,2
名詞,xt,2
名詞,2027年,2
名詞,gpu,2
名詞,鍔迫り合い,2
名詞,ff13,2
名詞,bios,2
名詞,ファストトラベル,2
名詞,ラギアクルス,2
名詞,開発元,2
名詞,イャンクック,2
名詞,sb,2
名詞,第三勢力,2
名詞,ジャスガ,2
名詞,2g,2
名詞,すさ,2
名詞,一本道,2
名詞,追尾,2
名詞,ストーリ,2
名詞,シームレス,2
名詞,tri,2
名詞,英雄の証,2
名詞,os,2
名詞,多段,2
名詞,50時間,2
名詞,集落,2
名詞,異常気象,2
名詞,ハンティング,2
名詞,紙芝居,2
名詞,視認,2
名詞,インテル,2
名詞,team,2
名詞,hp,2
名詞,商人,2
名詞,随所,2
名詞,ガンス,2
名詞,ベヒ,2
名詞,ゲームシステム,2
名詞,ドライバ,2
名詞,オープンワールド,2
名詞,アクションゲーム,2
名詞,手触り,2
名詞,有限,2
名詞,緋,2
名詞,生態,2
名詞,エディション,2
名詞,ルーティン,2
名詞,高低,2
名詞,意気揚々,2
名詞,団結,2
名詞,オトモ,2
名詞,操虫棍,2
名詞,片手剣,2
名詞,ごたえ,2
名詞,乖離,2
名詞,未完成,2
名詞,リロード,2
名詞,遊び方,2
名詞,龍が如く,2
名詞,戦闘中,2
名詞,問題点,2
名詞,ブラックアウト,2
名詞,敵対,2
名詞,洗練,2
名詞,会心,2
名詞,リアリティ,2
名詞,殺害,2
名詞,従来,2
名詞,突進,2
名詞,奇妙,2
名詞,追撃,2
名詞,一員,2
名詞,40万,2
名詞,賛否両論,2
名詞,ロックオン,2
名詞,mhw,2
名詞,改修,2
名詞,弊害,2
名詞,やりがい,2
名詞,大先生,2
名詞,段落,2
名詞,次回作,2
名詞,疲弊,2
名詞,根本的,2
名詞,ワイルド,2
名詞,アナタ,2
名詞,大剣,2
名詞,強制的,2
名詞,ランス,2
名詞,格差,2
名詞,インフレ,2
名詞,狩,2
名詞,不自由,2
名詞,伝統,2
名詞,コンプリート,2
名詞,受注,2
名詞,突発,2
名詞,珠,2
名詞,余地,2
名詞,目的地,2
名詞,追記,2
名詞,スキップ,2
名詞,一般的,2
名詞,適切,2
名詞,妥当,2
名詞,乱入,2
名詞,退屈,2
名詞,致命,2
名詞,最新作,2
名詞,補助,2
名詞,太刀,2
名詞,地上,2
名詞,スクエニ,2
名詞,方式,2
名詞,根本,2
名詞,鎧,2
名詞,方向性,2
名詞,意味不明,2
名詞,新調,2
名詞,テント,2
名詞,捕獲,2
名詞,上記,2
名詞,麦茶,2
名詞,老害,2
名詞,押し,2
名詞,前作,2
名詞,オート,2
名詞,大幅,2
名詞,思想,2
名詞,冒険,2
名詞,要望,2
名詞,集会,2
名詞,形式,2
名詞,名作,2
名詞,歴代,2
名詞,探索,2
名詞,テンポ,2
名詞,アナウンス,2
名詞,対処,2
名詞,役割,2
名詞,アプ,2
名詞,風景,2
名詞,とはいえ,2
名詞,特有,2
名詞,評判,2
名詞,2点,2
名詞,アンチ,2
名詞,発信,2
名詞,シチュエーション,2
名詞,10回,2
名詞,想定,2
名詞,経過,2
名詞,隙,2
名詞,竜,2
名詞,調査,2
名詞,表記,2
名詞,翼,2
名詞,z,2
名詞,頻繁,2
名詞,入力,2
名詞,初回,2
名詞,同様,2
名詞,現代,2
名詞,ループ,2
名詞,景色,2
名詞,いくつか,2
名詞,制,2
名詞,判定,2
名詞,配置,2
名詞,手段,2
名詞,switch,2
名詞,パフォーマンス,2
名詞,底,2
名詞,遠く,2
名詞,つき,2
名詞,i,2
名詞,皮,2
名詞,幅,2
名詞,候補,2
名詞,任天堂,2
名詞,中途半端,2
名詞,a,2
名詞,スタンプ,2
名詞,新鮮,2
名詞,パーツ,2
名詞,〇〇,2
名詞,オープン,2
名詞,回数,2
名詞,カス,2
名詞,シナリオ,2
名詞,乙,2
名詞,ダウンロード,2
名詞,性能,2
名詞,報酬,2
名詞,クオリティ,2
名詞,直後,2
名詞,怒り,2
名詞,本来,2
名詞,修正,2
名詞,ここに,2
名詞,段階,2
名詞,相性,2
名詞,最終的,2
名詞,専用,2
名詞,相当,2
名詞,レポート,2
名詞,レア,2
名詞,戦い,2
名詞,大,2
名詞,背景,2
名詞,100%,2
名詞,それなり,2
名詞,現状,2
名詞,信用,2
名詞,消費,2
名詞,森,2
名詞,スルー,2
名詞,からだ,2
名詞,これだけ,2
名詞,そちら,2
名詞,加工,2
名詞,先行,2
名詞,自身,2
名詞,演出,2
名詞,位置,2
名詞,散歩,2
名詞,危険,2
名詞,基本的,2
名詞,色々,2
名詞,永遠,2
名詞,釣り,2
名詞,かなり,2
名詞,方向,2
名詞,ダメージ,2
名詞,実感,2
名詞,ロック,2
名詞,セリフ,2
名詞,穴,2
名詞,不足,2
名詞,あいつ,2
名詞,選択肢,2
名詞,知識,2
名詞,コレ,2
名詞,販売,2
名詞,注文,2
名詞,余計,2
名詞,関連,2
名詞,事実,2
名詞,表現,2
名詞,地味,2
名詞,参考,2
名詞,日本人,2
名詞,具合,2
名詞,チャット,2
名詞,一言,2
名詞,圧倒的,2
名詞,季節,2
名詞,放置,2
名詞,センス,2
名詞,人達,2
名詞,無し,2
名詞,主,2
名詞,後半,2
名詞,運営,2
名詞,回復,2
名詞,納得,2
名詞,良さ,2
名詞,定価,2
名詞,思い,2
名詞,期間,2
名詞,映像,2
名詞,にも,2
名詞,率,2
名詞,残り,2
名詞,代わり,2
名詞,以降,2
名詞,ポイント,2
名詞,好きな人,2
名詞,通知,2
名詞,復活,2
名詞,紹介,2
名詞,一生,2
名詞,1つ,2
名詞,更新,2
名詞,その後,2
名詞,仲間,2
名詞,適当,2
名詞,割,2
名詞,チーム,2
名詞,耳,2
名詞,半分,2
名詞,メイク,2
名詞,ドラマ,2
名詞,機会,2
名詞,感動,2
名詞,公式,2
名詞,戦,2
名詞,おかげ,2
名詞,嘘,2
名詞,作業,2
名詞,お互い,2
名詞,安心,2
名詞,興味,2
名詞,可能性,2
名詞,瞬間,2
名詞,1回,2
名詞,全員,2
名詞,一緒に,2
名詞,ただ,2
名詞,つもり,2
名詞,準備,2
名詞,下,2
名詞,確認,2
名詞,味,2
名詞,びっくり,2
名詞,まま,2
名詞,音,2
名詞,映画,2
名詞,言葉,2
名詞,嫌,2
名詞,昔,2
名詞,幸せ,2
名詞,いつ,2
名詞,ダメ,2
名詞,めちゃくちゃ,2
名詞,気持ち,2
名詞,顔,2
名詞,最高,2
名詞,絶対,2
名詞,離れていても,1
名詞,竜都,1
名詞,石堀,1
名詞,氷霧,1
名詞,孤影,1
名詞,妖怪ウォッチバスターズ,1
名詞,大集,1
名詞,ンティングライフ,1
名詞,ワイワイストーリ,1
名詞,ワイルドハーツ,1
名詞,リマスター版,1
名詞,ライズ・サンブレイク,1
名詞,ライズサンブレイク,1
名詞,モンハンワール,1
名詞,モンハンライズ,1
名詞,モンハンアンチ,1
名詞,プレイフィール,1
名詞,プラテネス,1
名詞,ブラッシュアップ,1
名詞,フルプライズ,1
名詞,ファンコントローラー,1
名詞,ビジュアルノベル,1
名詞,バフアイテム,1
名詞,ハンティングアクションゲーム,1
名詞,ハンティングアクション,1
名詞,チャタカブラ,1
名詞,ターンデフォ,1
名詞,セール価格,1
名詞,セクレトタクシー,1
名詞,ストーリークリアサブクエ,1
名詞,コロリンコロリン,1
名詞,コラボモンスター,1
名詞,ケマトリス,1
名詞,グラフィックドライバ,1
名詞,クリッカブル,1
名詞,クラッチクロー,1
名詞,ギリギリスペック,1
名詞,ギミックゲー,1
名詞,キーアサイン,1
名詞,ガルク,1
名詞,オトモ・セグレト,1
名詞,エモーショナルクソガキブリザード,1
名詞,エフィジー,1
名詞,エコーチェンバー,1
名詞,イベントリ,1
名詞,アーティアチャアク,1
名詞,アクションrpg,1
名詞,アイテムチェスト,1
名詞,らしさ,1
名詞,ょっとごちゃついてるし,1
名詞,びずらい,1
名詞,な！,1
名詞,すべてへ,1
名詞,しあ,1
名詞,ぎだし,1
名詞,vram,1
名詞,ux,1
名詞,unfinished,1
名詞,u1,1
名詞,tuning,1
名詞,teampowered,1
名詞,tad,1
名詞,software,1
名詞,sekiro,1
名詞,sales,1
名詞,s90,1
名詞,ryzenmaster,1
名詞,rtx,1
名詞,rog,1
名詞,rating,1
名詞,purely,1
名詞,overwhelmingly,1
名詞,mmorpg,1
名詞,mhib,1
名詞,mb,1
名詞,driven,1
名詞,dlss,1
名詞,deserves,1
名詞,bugs,1
名詞,borne,1
名詞,arpg,1
名詞,aprg,1
名詞,adrenalin,1
名詞,850w,1
名詞,79t,1
名詞,モーダル,1
名詞,タイムギャル,1
名詞,650m,1
名詞,32gb,1
名詞,禁足,1
名詞,批判内容,1
名詞,プレステ5,1
名詞,trig,1
名詞,ram,1
名詞,ld,1
名詞,g級,1
名詞,基礎的,1
名詞,傍線,1
名詞,ド低脳,1
名詞,大ざっぱ,1
名詞,ボタンポチポチ,1
名詞,シューティングゲー,1
名詞,ryzen,1
名詞,negative,1
名詞,i b,1
名詞,aspect,1
名詞,ロックマンx,1
名詞,麻袋,1
名詞,希望小売価格,1
名詞,2026年,1
名詞,重油,1
名詞,動作環境,1
名詞,ファンクション,1
名詞,truly,1
名詞,マシンスペック,1
名詞,アルシュ,1
名詞,content,1
名詞,独自解釈,1
名詞,敵対者,1
名詞,ネルスキュラ,1
名詞,キングダムハーツ2,1
名詞,burning,1
名詞,japanese,1
名詞,アクティベーション,1
名詞,rta,1
名詞,首をかしげ,1
名詞,モチベダダ,1
名詞,プレイヤ,1
名詞,ストレスフル,1
名詞,ally,1
名詞,水中戦,1
名詞,デバッガー,1
名詞,performance,1
名詞,キーコンフィグ,1
名詞,trust,1
名詞,マルウェア,1
名詞,rx,1
名詞,トラブルシューティング,1
名詞,閑話休題,1
名詞,断崖,1
名詞,取ってつけたよう,1
名詞,カウンタ,1
名詞,mmo,1
名詞,足掛かり,1
名詞,モドリ,1
名詞,install,1
名詞,古代文明,1
名詞,tab,1
名詞,title,1
名詞,防壁,1
名詞,クソモンス,1
名詞,ctrl,1
名詞,ノーモーション,1
名詞,balance,1
名詞,取り沙汰,1
名詞,ps5,1
名詞,intel,1
名詞,深堀,1
名詞,作り込,1
名詞,hd,1
名詞,58%,1
名詞,補助輪,1
名詞,ip,1
名詞,its,1
名詞,ビョーキ,1
名詞,タマミツネ,1
名詞,切り売り,1
名詞,through,1
名詞,貴社,1
名詞,ロックマンシリーズ,1
名詞,アセン,1
名詞,戟,1
名詞,ボディブロー,1
名詞,forward,1
名詞,ベータテスト,1
名詞,wild,1
名詞,奇麗,1
名詞,人造,1
名詞,200時間,1
名詞,バックステップ,1
名詞,不出来,1
名詞,player,1
名詞,ゾラマグダラオス,1
名詞,サムズアップ,1
名詞,アルベド,1
名詞,青天井,1
名詞,歴代最高,1
名詞,守人,1
名詞,ゲーム開発,1
名詞,xbox,1
名詞,字書,1
名詞,笑いもの,1
名詞,マッチポンプ,1
名詞,ib,1
名詞,2月下旬,1
名詞,ルド,1
名詞,ms,1
名詞,パワープレイ,1
名詞,モンハン4,1
名詞,ice,1
名詞,core,1
名詞,3世代,1
名詞,鍛冶屋,1
名詞,スピーディ,1
名詞,looking,1
名詞,間口,1
名詞,充填,1
名詞,ペタ,1
名詞,アクションゲー,1
名詞,もっとも,1
名詞,人語,1
名詞,遷移,1
名詞,ゴミゲー,1
名詞,盟友,1
名詞,ナニカ,1
名詞,超大型,1
名詞,マイハウス,1
名詞,better,1
名詞,app,1
名詞,改築,1
名詞,第4弾,1
名詞,ゲーム内容,1
名詞,were,1
名詞,直感的,1
名詞,プリセット,1
名詞,other,1
名詞,緊迫感,1
名詞,光の戦士,1
名詞,ti,1
名詞,excel,1
名詞,100年後,1
名詞,680円,1
名詞,手がかり,1
名詞,陰鬱,1
名詞,取り外し,1
名詞,スリンガー,1
名詞,正統,1
名詞,誤操作,1
名詞,始祖,1
名詞,than,1
名詞,緊迫,1
名詞,活き活き,1
名詞,散弾,1
名詞,シューティングゲーム,1
名詞,うな重,1
名詞,砥石,1
名詞,残党,1
名詞,能動,1
名詞,悲壮感,1
名詞,転機,1
名詞,生態系,1
名詞,昇竜,1
名詞,売り手,1
名詞,ゲームプレイ,1
名詞,ガンギマリ,1
名詞,世界共通,1
名詞,store,1
名詞,強大,1
名詞,出来栄え,1
名詞,ピーピー,1
名詞,やり込み要素,1
名詞,お粗末,1
名詞,ボロカス,1
名詞,希薄,1
名詞,前述,1
名詞,縄張り,1
名詞,ネガキャン,1
名詞,ds,1
名詞,実情,1
名詞,辻本,1
名詞,回復アイテム,1
名詞,好意的,1
名詞,事故死,1
名詞,期待感,1
名詞,ゲームバランス,1
名詞,難題,1
名詞,sns,1
名詞,駄弁,1
名詞,電圧,1
名詞,罵詈雑言,1
名詞,日の目,1
名詞,3d,1
名詞,足し算,1
名詞,不平等,1
名詞,ソロプレイ,1
名詞,50点,1
名詞,何分,1
名詞,泣き寝入り,1
名詞,風呂敷,1
名詞,xx,1
名詞,食料品,1
名詞,特段,1
名詞,古株,1
名詞,ヨイショ,1
名詞,飛び道具,1
名詞,免罪符,1
名詞,窮地,1
名詞,やりこみ,1
名詞,疎外,1
名詞,注力,1
名詞,劣悪,1
名詞,スクリプト,1
名詞,日雇い,1
名詞,周波数,1
名詞,買い手,1
名詞,懐古厨,1
名詞,にぎやか,1
名詞,取捨選択,1
名詞,スタートボタン,1
名詞,亡者,1
名詞,整合性,1
名詞,安定性,1
名詞,every,1
名詞,フラストレーション,1
名詞,タイトー,1
名詞,不発,1
名詞,三拍子,1
名詞,やり込み,1
名詞,中和,1
名詞,キャンパー,1
名詞,重き,1
名詞,強弱,1
名詞,円満,1
名詞,next,1
名詞,度肝,1
名詞,ガンランス,1
名詞,ゃめちゃに,1
名詞,.s,1
名詞,欠落,1
名詞,か所,1
名詞,ネガティヴ,1
名詞,20点,1
名詞,メインテーマ,1
名詞,ボウガン,1
名詞,からくり,1
名詞,アステラ,1
名詞,駄作,1
名詞,調和,1
名詞,デラックス,1
名詞,割愛,1
名詞,バックグラウンド,1
名詞,デフレ,1
名詞,難解,1
名詞,最上,1
名詞,階層,1
名詞,広め,1
名詞,ジェネレーションギャップ,1
名詞,アホの子,1
名詞,汚物,1
名詞,敵陣,1
名詞,反面教師,1
名詞,前置き,1
名詞,余白,1
名詞,見殺し,1
名詞,誤作動,1
名詞,空振り,1
名詞,つぶし,1
名詞,フェーズ,1
名詞,蚊帳の外,1
名詞,置,1
名詞,広範囲,1
名詞,咆哮,1
名詞,デビルメイクライ,1
名詞,理解不能,1
名詞,切れ味,1
名詞,羅列,1
名詞,払拭,1
名詞,バッシング,1
名詞,ギブアップ,1
名詞,状態異常,1
名詞,感傷,1
名詞,本腰,1
名詞,アルマ,1
名詞,pv,1
名詞,多彩,1
名詞,ベヨネッタ,1
名詞,ニワカ,1
名詞,熟練,1
名詞,95%,1
名詞,そのほか,1
名詞,ふるさと,1
名詞,げんなり,1
名詞,底上げ,1
名詞,胴体,1
名詞,ーーーーーーーーーーーーーーーーーーーーーーーー,1
名詞,格上,1
名詞,明白,1
名詞,敵視,1
名詞,情け,1
名詞,3か月,1
名詞,折り紙,1
名詞,範疇,1
名詞,盛,1
名詞,感情移入,1
名詞,オンラインゲーム,1
名詞,1mm,1
名詞,誹謗中傷,1
名詞,因縁,1
名詞,めいっぱい,1
名詞,最高潮,1
名詞,報,1
名詞,商法,1
名詞,windows,1
名詞,ーーーーーーーーーーーーーーーーーーーーーーーーー,1
名詞,採取,1
名詞,窮屈,1
名詞,女性陣,1
名詞,偽り,1
名詞,フルボイス,1
名詞,無制限,1
名詞,ミニゲーム,1
名詞,退化,1
名詞,was,1
名詞,傷口,1
名詞,水準,1
名詞,機動,1
名詞,マーケット,1
名詞,くれればいいのに,1
名詞,max,1
名詞,完封,1
名詞,プラマイ,1
名詞,スピード感,1
名詞,硬直,1
名詞,ストリートファイター,1
名詞,ゴッドイーター,1
名詞,拍車,1
名詞,スパイラル,1
名詞,ポッケ,1
名詞,パペット,1
名詞,続投,1
名詞,撃退,1
名詞,揶揄,1
名詞,狩人,1
名詞,攻防,1
名詞,剣士,1
名詞,三度,1
名詞,村人,1
名詞,巷,1
名詞,些細な,1
名詞,かます,1
名詞,商,1
名詞,一直線,1
名詞,つけたり,1
名詞,作風,1
名詞,クロスオーバー,1
名詞,高性能,1
名詞,エコ,1
名詞,錬成,1
名詞,流用,1
名詞,受け身,1
名詞,そっちのけ,1
名詞,狙撃,1
名詞,焦点,1
名詞,ビュッフェ,1
名詞,納期,1
名詞,カメムシ,1
名詞,正反対,1
名詞,レウス,1
名詞,cp,1
名詞,誤爆,1
名詞,リターン,1
名詞,電力,1
名詞,目印,1
名詞,脅迫,1
名詞,巨,1
名詞,マクロ,1
名詞,強敵,1
名詞,ダウ,1
名詞,最終戦,1
名詞,視覚,1
名詞,本文,1
名詞,積み重ね,1
名詞,お決まり,1
名詞,両者,1
名詞,分散,1
名詞,デバイス,1
名詞,意気込み,1
名詞,90%,1
名詞,満足感,1
名詞,抹消,1
名詞,誤差,1
名詞,でどこ,1
名詞,近接,1
名詞,マシマシ,1
名詞,汚染,1
名詞,磨き,1
名詞,グッド,1
名詞,挑発,1
名詞,no,1
名詞,0%,1
名詞,初登場,1
名詞,高画質,1
名詞,酷使,1
名詞,貧弱,1
名詞,シビア,1
名詞,寄生,1
名詞,ポテンシャル,1
名詞,4点,1
名詞,厳密,1
名詞,一段落,1
名詞,母性,1
名詞,オンパレード,1
名詞,省略,1
名詞,イライラ,1
名詞,都度,1
名詞,主観,1
名詞,双方,1
名詞,不適切,1
名詞,カク,1
名詞,観点,1
名詞,手順,1
名詞,from,1
名詞,自我,1
名詞,古龍,1
名詞,儀式,1
名詞,期待値,1
名詞,どうこう,1
名詞,散策,1
名詞,干渉,1
名詞,多発,1
名詞,かんねん,1
名詞,か月,1
名詞,手動,1
名詞,wifi,1
名詞,双剣,1
名詞,大差,1
名詞,継承,1
名詞,要員,1
名詞,主流,1
名詞,ネットワーク,1
名詞,アプローチ,1
名詞,win,1
名詞,優先順位,1
名詞,滅,1
名詞,下位,1
名詞,本数,1
名詞,無謀,1
名詞,真横,1
名詞,ちょん,1
名詞,そりゃそうだ,1
名詞,正当,1
名詞,反転,1
名詞,代償,1
名詞,新,1
名詞,簡易,1
名詞,不自然,1
名詞,熱心,1
名詞,暗記,1
名詞,ゲーム機,1
名詞,お守り,1
名詞,情報量,1
名詞,側面,1
名詞,自己責任,1
名詞,コマンド,1
名詞,古,1
名詞,昨今,1
名詞,顔色,1
名詞,各地,1
名詞,あからさま,1
名詞,分身,1
名詞,億劫,1
名詞,薄,1
名詞,時折,1
名詞,緊張感,1
名詞,破綻,1
名詞,pro,1
名詞,コンパクト,1
名詞,密着,1
名詞,下がり,1
名詞,デザイナー,1
名詞,強要,1
名詞,故郷,1
名詞,悪質,1
名詞,部位,1
名詞,20周年,1
名詞,エフェクト,1
名詞,実用,1
名詞,追求,1
名詞,5つ,1
名詞,不愉快,1
名詞,尺,1
名詞,f,1
名詞,過酷,1
名詞,愛着,1
名詞,一点,1
名詞,グラ,1
名詞,一撃,1
名詞,サイクル,1
名詞,トークショー,1
名詞,必要性,1
名詞,独自,1
名詞,ヘイト,1
名詞,コンセント,1
