品詞,単語,出現回数
名詞,ュン,1
名詞,goat,1
名詞,迷わない。,1
名詞,portal,1
名詞,gomi,1
名詞,キャラクター作成,1
名詞,esc,1
名詞,ウクライナ人,1
名詞,2026年,1
名詞,ゴットハンド,1
名詞,pero,1
名詞,npc,1
名詞,入手可能,1
名詞,ノーマルモード,1
名詞,ui,1
名詞,全画面表示,1
名詞,ea,1
名詞,掘削,1
名詞,10点満点,1
名詞,ゼニス,1
名詞,ソロゲー,1
名詞,プロパティ,1
名詞,オーム,1
名詞,left,1
名詞,横スクロール,1
名詞,サバイバルゲーム,1
名詞,ピッケル,1
名詞,200時間,1
名詞,販売価格,1
名詞,Skyrim,1
名詞,2025年,1
名詞,d2,1
名詞,縦横無尽,1
名詞,苛烈,1
名詞,ゴミゲー,1
名詞,男心,1
名詞,一本道,1
名詞,再現性,1
名詞,惨殺,1
名詞,コンシューマ,1
名詞,ダンク,1
名詞,サモナー,1
名詞,4d,1
名詞,無骨,1
名詞,世界最高,1
名詞,ゲームパッド,1
名詞,コンシューマー,1
名詞,総評,1
名詞,乱射,1
名詞,最適化,1
名詞,第一位,1
名詞,やり込み要素,1
名詞,癇癪,1
名詞,洋ゲー,1
名詞,女帝,1
名詞,ヒリヒリ,1
名詞,ゲームバランス,1
名詞,溶岩,1
名詞,低価格,1
名詞,se,1
名詞,やりこみ,1
名詞,塩梅,1
名詞,探求,1
名詞,日本語訳,1
名詞,ウィンドウ,1
名詞,本作,1
名詞,アプリケーション,1
名詞,死闘,1
名詞,互換性,1
名詞,整理整頓,1
名詞,選び方,1
名詞,よわよわ,1
名詞,life,1
名詞,管理者,1
名詞,オープンワールド,1
名詞,東の,1
名詞,三半規管,1
名詞,最高傑作,1
名詞,時間泥棒,1
名詞,10年間,1
名詞,パンプキン,1
名詞,賢明,1
名詞,女王蜂,1
名詞,アップグレード,1
名詞,隅々,1
名詞,13年,1
名詞,み方,1
名詞,生死,1
名詞,win-win,1
名詞,怠慢,1
名詞,弾幕,1
名詞,へたくそ,1
名詞,10点,1
名詞,ファーム,1
名詞,遊び方,1
名詞,bgm,1
名詞,基盤,1
名詞,唯一無二,1
名詞,am,1
名詞,膨大,1
名詞,飽き,1
名詞,タイル,1
名詞,本文,1
名詞,2011年,1
名詞,アテ,1
名詞,途方,1
名詞,コントローラ,1
名詞,汚染,1
名詞,生活習慣,1
名詞,撃破,1
名詞,2種,1
名詞,返品,1
名詞,生還,1
名詞,2周目,1
名詞,good,1
名詞,資源,1
名詞,クリエイター,1
名詞,バイ,1
名詞,戦利品,1
名詞,レトロ,1
名詞,生成,1
名詞,3ds,1
名詞,不気味,1
名詞,だいち,1
名詞,スパ,1
名詞,翌朝,1
名詞,レーザー,1
名詞,とわ,1
名詞,デフォルメ,1
名詞,フォント,1
名詞,昨今,1
名詞,持ち物,1
名詞,労力,1
名詞,達成感,1
名詞,快感,1
名詞,潰し,1
名詞,15歳,1
名詞,例外,1
名詞,ロスト,1
名詞,付属,1
名詞,ローカル,1
名詞,600円,1
名詞,一時的,1
名詞,寄り道,1
名詞,拠点,1
名詞,アクセ,1
名詞,無限ループ,1
名詞,パッド,1
名詞,ワーク,1
名詞,収集,1
名詞,再起動,1
名詞,100点,1
名詞,ok,1
名詞,観覧,1
名詞,クラシック,1
名詞,根本,1
名詞,工夫,1
名詞,ゴミ箱,1
名詞,宝くじ,1
名詞,翻訳,1
名詞,環,1
名詞,無効,1
名詞,ハメ,1
名詞,褒め言葉,1
名詞,アクセサリー,1
名詞,プログラム,1
名詞,ボリューム,1
名詞,y,1
名詞,立ち回り,1
名詞,ラスボス,1
名詞,モーション,1
名詞,ヒント,1
名詞,実行,1
名詞,地面,1
名詞,貴様,1
名詞,動作,1
名詞,拡大,1
名詞,狂気,1
名詞,評判,1
名詞,りぃ,1
名詞,おススメ,1
名詞,面白,1
名詞,20年,1
名詞,vita,1
名詞,一方,1
名詞,中毒,1
名詞,南,1
名詞,脱出,1
名詞,自称,1
名詞,ゴルフ,1
名詞,れぇ,1
名詞,まり,1
名詞,ゾンビ,1
名詞,ライフ,1
名詞,理不尽,1
名詞,入力,1
名詞,依存,1
名詞,かっけ,1
名詞,世,1
名詞,良,1
名詞,移行,1
名詞,判定,1
名詞,一本,1
名詞,様々,1
名詞,寄り,1
名詞,北,1
名詞,ファイル,1
名詞,5000円,1
名詞,switch,1
名詞,自動,1
名詞,気配,1
名詞,太郎,1
名詞,ゅき,1
名詞,本番,1
名詞,ギャグ,1
名詞,基準,1
名詞,西,1
名詞,出発,1
名詞,極み,1
名詞,作成,1
名詞,順番,1
名詞,諸々,1
名詞,初見,1
名詞,糞,1
名詞,死亡,1
名詞,回線,1
名詞,特定,1
名詞,アドバイス,1
名詞,ダウンロード,1
名詞,コンテンツ,1
名詞,価格,1
名詞,快適,1
名詞,本体,1
名詞,クオリティ,1
名詞,本編,1
名詞,覚醒,1
名詞,本物,1
名詞,マウス,1
名詞,遭遇,1
名詞,戦争,1
名詞,開発,1
名詞,組み合わせ,1
名詞,相当,1
名詞,リクエスト,1
名詞,剣,1
名詞,神様,1
名詞,シンプル,1
名詞,ユーザー,1
名詞,番号,1
名詞,魂,1
名詞,勘弁,1
名詞,種,1
名詞,ネタバレ,1
名詞,今すぐ,1
名詞,モンスター,1
名詞,p,1
名詞,スイッチ,1
名詞,モード,1
名詞,倍,1
名詞,バランス,1
名詞,丁寧,1
名詞,価値,1
名詞,色々,1
名詞,永遠,1
名詞,非常,1
名詞,回収,1
名詞,進化,1
名詞,重要,1
名詞,年末,1
名詞,穴,1
名詞,仕様,1
名詞,判断,1
名詞,把握,1
名詞,初心者,1
名詞,4月,1
名詞,脳,1
名詞,販売,1
名詞,食べ物,1
名詞,ちゅ,1
名詞,使用,1
名詞,魅力,1
名詞,表現,1
名詞,すべて,1
名詞,祭り,1
名詞,ほか,1
名詞,最終,1
名詞,目標,1
名詞,癖,1
名詞,スタイル,1
名詞,健康,1
名詞,未来,1
名詞,YouTube,1
名詞,チェック,1
名詞,大量,1
名詞,沼,1
名詞,新作,1
名詞,開始,1
名詞,まとも,1
名詞,意見,1
名詞,クラス,1
名詞,ブロック,1
名詞,納得,1
名詞,一日,1
名詞,データ,1
名詞,定価,1
名詞,後悔,1
名詞,ps4,1
名詞,にも,1
名詞,小学生,1
名詞,分からん,1
名詞,機能,1
名詞,不思議,1
名詞,民,1
名詞,原因,1
名詞,連続,1
名詞,掃除,1
名詞,2時間,1
名詞,現在,1
名詞,好きな人,1
名詞,説明,1
名詞,シリーズ,1
名詞,ごと,1
名詞,何回,1
名詞,印象,1
名詞,腕,1
名詞,メイン,1
名詞,量,1
名詞,自信,1
名詞,趣味,1
名詞,好み,1
名詞,時点,1
名詞,一つ,1
名詞,現実,1
名詞,発売,1
名詞,その後,1
名詞,普通に,1
名詞,経験,1
名詞,適当,1
名詞,割,1
名詞,星,1
名詞,限り,1
名詞,勢,1
名詞,感想,1
名詞,30分,1
名詞,めちゃめちゃ,1
名詞,ネット,1
名詞,1時間,1
名詞,最悪,1
名詞,どちら,1
名詞,基本,1
名詞,簡単,1
名詞,ガチ,1
名詞,画面,1
名詞,我慢,1
名詞,大人,1
名詞,対応,1
名詞,横,1
名詞,タイミング,1
名詞,個人的,1
名詞,安心,1
名詞,通り,1
名詞,毎回,1
名詞,昼,1
名詞,時代,1
名詞,生活,1
名詞,全員,1
名詞,感謝,1
名詞,途中,1
名詞,あなた,1
名詞,タイプ,1
名詞,正直,1
名詞,作品,1
名詞,下,1
名詞,状態,1
名詞,イメージ,1
名詞,味,1
名詞,本,1
名詞,場所,1
名詞,一人,1
名詞,仕方,1
名詞,マジ,1
名詞,わからん,1
名詞,wwww,1
名詞,近く,1
名詞,暇,1
名詞,部屋,1
名詞,関係,1
名詞,嫌,1
名詞,昔,1
名詞,ーー,1
名詞,草,1
名詞,問題,1
名詞,今度,1
名詞,結局,1
名詞,素敵,1
名詞,幸せ,1
名詞,意味,1
名詞,動画,1
名詞,わけ,1
名詞,名前,1
名詞,以外,1
名詞,キャラ,1
名詞,夜,1
名詞,きた,1
名詞,しよう,1
名詞,全部,1
名詞,普通,1
名詞,気持ち,1
名詞,頭,1
名詞,朝,1
名詞,無理,1
名詞,www,1
名詞,最近,1
名詞,ω,1
名詞,w,1
動詞,できる,26
動詞,思う,22
動詞,しまう,10
動詞,遊ぶ,8
動詞,分かる,8
動詞,いく,8
動詞,遊べる,7
動詞,楽しむ,7
動詞,楽しめる,6
動詞,わかる,6
動詞,建てる,5
動詞,経つ,5
動詞,違う,5
動詞,くれる,5
動詞,言う,5
動詞,直る,4
動詞,掘る,4
動詞,溶ける,4
動詞,進める,4
動詞,始める,4
動詞,入れる,4
動詞,倒す,3
動詞,飽きる,3
動詞,進む,3
動詞,迷う,3
動詞,困る,3
動詞,動く,3
動詞,変える,3
動詞,かかる,3
動詞,やめる,3
動詞,行う,3
動詞,作る,3
動詞,知る,3
動詞,使う,3
動詞,ちゃう,3
動詞,買う,3
動詞,拡げる,2
動詞,湧き出る,2
動詞,費やす,2
動詞,異なる,2
動詞,挑む,2
動詞,つむ,2
動詞,固まる,2
動詞,折れる,2
動詞,舐める,2
動詞,迎える,2
動詞,集める,2
動詞,押す,2
動詞,たつ,2
動詞,勝てる,2
動詞,思える,2
動詞,慣れる,2
動詞,辞める,2
動詞,飛ぶ,2
動詞,調べる,2
動詞,止まる,2
動詞,気づく,2
動詞,泣く,2
動詞,書く,2
動詞,出来る,2
動詞,聞く,2
動詞,すぎる,2
動詞,秀でる,1
動詞,見過ごす,1
動詞,度重なる,1
動詞,へす,1
動詞,尽くせる,1
動詞,やり直せる,1
動詞,飛び回る,1
動詞,免れる,1
動詞,治せる,1
動詞,くすぐる,1
動詞,おこす,1
動詞,劣る,1
動詞,放り込む,1
動詞,直せる,1
動詞,拘る,1
動詞,とける,1
動詞,かかわる,1
動詞,解ける,1
動詞,たどり着く,1
動詞,弄る,1
動詞,整う,1
動詞,溶かす,1
動詞,やり直す,1
動詞,戻れる,1
動詞,繋げる,1
動詞,返せる,1
動詞,高まる,1
動詞,整える,1
動詞,乗り越える,1
動詞,とまる,1
動詞,満たす,1
動詞,みえる,1
動詞,どく,1
動詞,足る,1
動詞,漁る,1
動詞,出会える,1
動詞,はまる,1
動詞,受け入れる,1
動詞,込む,1
動詞,詰まる,1
動詞,動かす,1
動詞,かむ,1
動詞,じゃう,1
動詞,あり,1
動詞,失う,1
動詞,動ける,1
動詞,拾う,1
動詞,狂う,1
動詞,焼く,1
動詞,起こる,1
動詞,酔う,1
動詞,売れる,1
動詞,隠す,1
動詞,突っ込む,1
動詞,掛ける,1
動詞,盛り上がる,1
動詞,ける,1
動詞,いれる,1
動詞,まう,1
動詞,溢れる,1
動詞,渡す,1
動詞,戦う,1
動詞,比べる,1
動詞,伝わる,1
動詞,目指す,1
動詞,止める,1
動詞,見つかる,1
動詞,直す,1
動詞,壊れる,1
動詞,回す,1
動詞,かる,1
動詞,ねる,1
動詞,気付く,1
動詞,返す,1
動詞,足りる,1
動詞,開く,1
動詞,残る,1
動詞,消える,1
動詞,ハマる,1
動詞,よる,1
動詞,上げる,1
動詞,なれる,1
動詞,続ける,1
動詞,言える,1
動詞,戻る,1
動詞,まくる,1
動詞,いただく,1
動詞,当たる,1
動詞,教える,1
動詞,おく,1
動詞,感じる,1
動詞,変わる,1
動詞,読む,1
動詞,とる,1
動詞,待つ,1
動詞,いける,1
動詞,出す,1
動詞,つける,1
動詞,おる,1
動詞,死ぬ,1
動詞,もらう,1
動詞,考える,1
動詞,入る,1
動詞,くださる,1
動詞,終わる,1
動詞,来る,1
動詞,出る,1
動詞,行く,1
形容詞,楽しい,15
形容詞,いい,14
形容詞,面白い,13
形容詞,良い,11
形容詞,よい,8
形容詞,多い,7
形容詞,おもろい,5
形容詞,高い,4
形容詞,ほしい,4
形容詞,悪い,3
形容詞,たまらない,2
形容詞,おもしろい,2
形容詞,新しい,2
形容詞,強い,2
形容詞,口惜しい,1
形容詞,分かりにくい,1
形容詞,わかりにくい,1
形容詞,程よい,1
形容詞,おもんない,1
形容詞,やりやすい,1
形容詞,しにくい,1
形容詞,凄まじい,1
形容詞,気持ちいい,1
形容詞,しやすい,1
形容詞,からい,1
形容詞,細かい,1
形容詞,苦しい,1
形容詞,広い,1
形容詞,悔しい,1
形容詞,たのしい,1
形容詞,低い,1
形容詞,厳しい,1
形容詞,深い,1
形容詞,おおい,1
形容詞,よろしい,1
形容詞,軽い,1
形容詞,はやい,1
形容詞,弱い,1
形容詞,安い,1
形容詞,悲しい,1
形容詞,おかしい,1
形容詞,うまい,1
形容詞,かっこいい,1
形容詞,怖い,1
形容詞,無い,1
形容詞,かわいい,1
形容詞,やばい,1
形容詞,すごい,1
形容詞,欲しい,1
感動詞,おい,2
感動詞,まあまあ,1
感動詞,ごめんなさい,1
感動詞,ありがとう,1
