品詞,単語,出現回数
名詞,顔,1
名詞,お願い,1
名詞,最高,1
名詞,最近,1
名詞,ω,1
名詞,ー,1
動詞,できる,15
動詞,思う,13
動詞,遊ぶ,12
動詞,すぎる,9
動詞,楽しめる,4
動詞,殺す,4
動詞,やめる,4
動詞,入れる,4
動詞,知る,4
動詞,買う,4
動詞,残る,3
動詞,楽しむ,3
動詞,つく,3
動詞,変わる,3
動詞,死ぬ,3
動詞,使う,3
動詞,頑張る,3
動詞,終わる,3
動詞,しまう,3
動詞,くれる,3
動詞,騙す,2
動詞,はまる,2
動詞,溶ける,2
動詞,壊す,2
動詞,直す,2
動詞,慣れる,2
動詞,信じる,2
動詞,増える,2
動詞,見れる,2
動詞,感じる,2
動詞,いける,2
動詞,つける,2
動詞,違う,2
動詞,分かる,2
動詞,起きる,2
動詞,出来る,2
動詞,くださる,2
動詞,わかる,2
動詞,言う,2
動詞,行く,2
動詞,かち合う,1
動詞,遺す,1
動詞,たしなむ,1
動詞,しゃべれる,1
動詞,適す,1
動詞,焚く,1
動詞,死す,1
動詞,曲げる,1
動詞,思い切る,1
動詞,消せる,1
動詞,損ねる,1
動詞,飛び込む,1
動詞,漂う,1
動詞,荒らす,1
動詞,はやる,1
動詞,数える,1
動詞,あむ,1
動詞,すねる,1
動詞,おちる,1
動詞,向う,1
動詞,つかう,1
動詞,かねる,1
動詞,込む,1
動詞,現れる,1
動詞,ふざける,1
動詞,動ける,1
動詞,抱く,1
動詞,起こる,1
動詞,盛り上がる,1
動詞,殴る,1
動詞,あう,1
動詞,集まる,1
動詞,比べる,1
動詞,たまる,1
動詞,飽きる,1
動詞,くう,1
動詞,集める,1
動詞,抜ける,1
動詞,押す,1
動詞,かう,1
動詞,足りる,1
動詞,なくなる,1
動詞,ハマる,1
動詞,減る,1
動詞,決める,1
動詞,動く,1
動詞,使える,1
動詞,付ける,1
動詞,選ぶ,1
動詞,落ちる,1
動詞,合う,1
動詞,思い出す,1
動詞,覚える,1
動詞,上がる,1
動詞,教える,1
動詞,始める,1
動詞,でる,1
動詞,作る,1
動詞,持つ,1
動詞,考える,1
動詞,聞く,1
動詞,入る,1
動詞,ちゃう,1
形容詞,面白い,15
形容詞,多い,10
形容詞,いい,10
形容詞,楽しい,9
形容詞,良い,8
形容詞,おもろい,7
形容詞,低い,4
形容詞,欲しい,4
形容詞,優しい,3
形容詞,高い,3
形容詞,ほしい,3
形容詞,たのしい,2
形容詞,おもしろい,2
形容詞,悪い,2
形容詞,よい,2
形容詞,誘いやすい,1
形容詞,とっつきやすい,1
形容詞,買いやすい,1
形容詞,幅広い,1
形容詞,えぐい,1
形容詞,わかりやすい,1
形容詞,しやすい,1
形容詞,怪しい,1
形容詞,細かい,1
形容詞,詳しい,1
形容詞,酷い,1
形容詞,素晴らしい,1
形容詞,安い,1
形容詞,悲しい,1
形容詞,大きい,1
形容詞,かっこいい,1
形容詞,難しい,1
形容詞,強い,1
形容詞,早い,1
形容詞,すごい,1
感動詞,たのしー,1
感動詞,えええ,1
感動詞,ほんと,1
