品詞,単語,出現回数
名詞,参考,1
名詞,ほか,1
名詞,最終,1
名詞,マシ,1
名詞,具合,1
名詞,山,1
名詞,チャット,1
名詞,利用,1
名詞,待機,1
名詞,一言,1
名詞,ピンク,1
名詞,有名,1
名詞,変更,1
名詞,中身,1
名詞,他人,1
名詞,ひとつ,1
名詞,面倒,1
名詞,ゼロ,1
名詞,プロ,1
名詞,納得,1
名詞,攻撃,1
名詞,次第,1
名詞,ケース,1
名詞,性格,1
名詞,分からん,1
名詞,機能,1
名詞,不思議,1
名詞,以降,1
名詞,現場,1
名詞,役,1
名詞,邪魔,1
名詞,自由,1
名詞,効果,1
名詞,失敗,1
名詞,たび,1
名詞,好きな人,1
名詞,馬鹿,1
名詞,説明,1
名詞,検討,1
名詞,行動,1
名詞,迷惑,1
名詞,印象,1
名詞,復活,1
名詞,自信,1
名詞,一生,1
名詞,一つ,1
名詞,1週間,1
名詞,無料,1
名詞,意識,1
名詞,状況,1
名詞,卒業,1
名詞,仲間,1
名詞,チーム,1
名詞,限り,1
名詞,課金,1
名詞,30分,1
名詞,今後,1
名詞,部分,1
名詞,差,1
名詞,トイレ,1
名詞,程度,1
名詞,3人,1
名詞,やる気,1
名詞,アプリ,1
名詞,シーン,1
名詞,募集,1
名詞,間違い,1
名詞,最悪,1
名詞,基本,1
名詞,版,1
名詞,戦,1
名詞,試合,1
名詞,wwwww,1
名詞,テスト,1
名詞,疲れ,1
名詞,コラボ,1
名詞,個人的,1
名詞,内容,1
名詞,可能性,1
名詞,だめ,1
名詞,余裕,1
名詞,全員,1
名詞,時期,1
名詞,ただ,1
名詞,作品,1
名詞,下,1
名詞,状態,1
名詞,風,1
名詞,周り,1
名詞,びっくり,1
名詞,期待,1
名詞,場所,1
名詞,全て,1
名詞,結果,1
名詞,2人,1
名詞,音,1
名詞,わからん,1
名詞,勉強,1
名詞,言葉,1
名詞,最初,1
名詞,ストレス,1
名詞,はず,1
名詞,久しぶり,1
名詞,大変,1
名詞,いつ,1
名詞,最後,1
名詞,一番,1
名詞,上,1
名詞,全部,1
名詞,僕,1
名詞,声,1
名詞,一緒,1
名詞,頭,1
名詞,顔,1
名詞,お願い,1
名詞,無理,1
名詞,大丈夫,1
名詞,仕事,1
名詞,好き,1
名詞,笑,1
動詞,できる,20
動詞,思う,17
動詞,すぎる,14
動詞,言う,9
動詞,しれる,6
動詞,感じる,6
動詞,使う,6
動詞,しまう,6
動詞,勧める,5
動詞,踏む,5
動詞,勝てる,5
動詞,行う,5
動詞,比べる,4
動詞,遊ぶ,4
動詞,始める,4
動詞,過ぎる,4
動詞,くださる,4
動詞,いく,4
動詞,わかる,4
動詞,飛ばす,3
動詞,楽しめる,3
動詞,いたす,3
動詞,落とす,3
動詞,減る,3
動詞,負ける,3
動詞,覚える,3
動詞,上がる,3
動詞,変わる,3
動詞,書く,3
動詞,入れる,3
動詞,終わる,3
動詞,撃ち合う,2
動詞,撃つ,2
動詞,繰り返す,2
動詞,酔う,2
動詞,まう,2
動詞,愛す,2
動詞,まとめる,2
動詞,目指す,2
動詞,下がる,2
動詞,求める,2
動詞,誘う,2
動詞,経つ,2
動詞,思える,2
動詞,すげる,2
動詞,取れる,2
動詞,続ける,2
動詞,増える,2
動詞,当たる,2
動詞,やめる,2
動詞,違う,2
動詞,分かる,2
動詞,おる,2
動詞,死ぬ,2
動詞,持つ,2
動詞,頑張る,2
動詞,見る,2
動詞,のぞき込む,1
動詞,うごかす,1
動詞,汲み取れる,1
動詞,もりあがる,1
動詞,画す,1
動詞,行える,1
動詞,果たせる,1
動詞,思わす,1
動詞,突き抜ける,1
動詞,成す,1
動詞,生き残れる,1
動詞,めげる,1
動詞,揺らす,1
動詞,促す,1
動詞,追い付く,1
動詞,達す,1
動詞,ぬる,1
動詞,噛み合う,1
動詞,喰らう,1
動詞,異なる,1
動詞,解ける,1
動詞,組める,1
動詞,取り戻す,1
動詞,まてる,1
動詞,かわる,1
動詞,整える,1
動詞,食らう,1
動詞,光る,1
動詞,過ごせる,1
動詞,つまる,1
動詞,誤る,1
動詞,暮らす,1
動詞,見直す,1
動詞,頼る,1
動詞,つかう,1
動詞,漁る,1
動詞,断る,1
動詞,追いつく,1
動詞,至る,1
動詞,刺さる,1
動詞,乗れる,1
動詞,かむ,1
動詞,握る,1
動詞,済む,1
動詞,揺れる,1
動詞,やってくる,1
動詞,吸う,1
動詞,触れる,1
動詞,掛ける,1
動詞,含める,1
動詞,戦う,1
動詞,驚く,1
動詞,出せる,1
動詞,当てる,1
動詞,吐く,1
動詞,効く,1
動詞,見かける,1
動詞,見つかる,1
動詞,起こす,1
動詞,捨てる,1
動詞,離れる,1
動詞,抜ける,1
動詞,聞こえる,1
動詞,立つ,1
動詞,いただける,1
動詞,気付く,1
動詞,開ける,1
動詞,消す,1
動詞,働く,1
動詞,残る,1
動詞,消える,1
動詞,見つける,1
動詞,なくなる,1
動詞,よる,1
動詞,許す,1
動詞,上げる,1
動詞,決める,1
動詞,使える,1
動詞,続く,1
動詞,流れる,1
動詞,頂く,1
動詞,落ちる,1
動詞,合う,1
動詞,送る,1
動詞,下さる,1
動詞,話す,1
動詞,疲れる,1
動詞,取る,1
動詞,いただく,1
動詞,探す,1
動詞,楽しむ,1
動詞,つく,1
動詞,かける,1
動詞,あげる,1
動詞,起きる,1
動詞,作る,1
動詞,飲む,1
動詞,出来る,1
動詞,知る,1
動詞,入る,1
動詞,くれる,1
動詞,行く,1
形容詞,多い,15
形容詞,強い,14
形容詞,楽しい,9
形容詞,面白い,6
形容詞,良い,6
形容詞,しんどい,5
形容詞,いい,5
形容詞,速い,4
形容詞,高い,4
形容詞,しやすい,3
形容詞,長い,3
形容詞,新しい,3
形容詞,難しい,3
形容詞,悪い,3
形容詞,早い,3
形容詞,おもろい,2
形容詞,厳しい,2
形容詞,少ない,2
形容詞,無い,2
形容詞,萎えやすい,1
形容詞,飽きにくい,1
形容詞,酔いやすい,1
形容詞,奥深い,1
形容詞,ちっさい,1
形容詞,おもんない,1
形容詞,気持ちよい,1
形容詞,えぐい,1
形容詞,からい,1
形容詞,おもしろい,1
形容詞,重い,1
形容詞,くい,1
形容詞,恥ずかしい,1
形容詞,酷い,1
形容詞,弱い,1
形容詞,懐かしい,1
形容詞,近い,1
形容詞,上手い,1
形容詞,大きい,1
形容詞,遅い,1
感動詞,gm,1
感動詞,おやおや,1
感動詞,ありがとう,1
